year,team,avg,points
2025,William & Mary,82.28,12.28
2025,Houston Christian,82.04,12.04
2025,Norfolk State,82.04,12.04
2025,Northwestern State,82.0,12.0
2025,Maine,82.0,12.0
2025,Wagner,76.0,11.98
2025,Princeton,81.0,11.0
2025,Holy Cross,80.0,10.0
2025,Davidson,79.0,9.0
2025,Tarleton State,79.0,9.0
2025,Butler,76.0,6.0
2025,Stetson,76.0,6.0
2026,USC,91.97,310.67
2026,Alabama,91.94,303.79
2026,Oregon,92.86,303.22
2026,Ohio State,91.9,301.23
2026,Notre Dame,91.91,299.28
2026,Georgia,91.31,292.36
2026,Texas,91.25,290.72
2026,Tennessee,90.66,290.71
2026,Miami,91.2,284.55
2026,Texas A&M,91.94,283.13
2026,LSU,91.93,270.17
2026,Michigan,90.35,270.12
2026,Washington,89.67,261.88
2026,South Carolina,90.57,254.23
2026,Oklahoma,89.43,252.55
2026,Florida State,88.68,251.54
2026,Florida,90.79,250.98
2026,Texas Tech,89.34,250.26
2026,North Carolina,88.33,247.7
2026,Clemson,89.0,243.28
2026,BYU,88.98,237.33
2026,Ole Miss,88.8,236.72
2026,Mississippi State,87.35,230.34
2026,Illinois,87.62,229.7
2026,West Virginia,86.96,229.51
2026,Iowa,89.04,228.57
2026,Utah,88.49,226.89
2026,Minnesota,87.66,226.67
2026,Indiana,88.42,226.46
2026,Virginia Tech,88.37,226.24
2026,Auburn,87.81,225.99
2026,SMU,88.26,225.82
2026,Vanderbilt,88.47,225.43
2026,Missouri,88.24,225.09
2026,Syracuse,87.41,224.59
2026,Stanford,87.68,218.95
2026,Houston,88.5,218.85
2026,Wake Forest,87.07,217.86
2026,Rutgers,87.74,217.39
2026,Arizona State,87.68,217.26
2026,Georgia Tech,87.48,216.7
2026,Arizona,87.6,216.67
2026,Pittsburgh,87.67,214.09
2026,Maryland,88.1,213.74
2026,Michigan State,87.23,213.73
2026,TCU,87.53,212.6
2026,Arkansas,86.74,211.84
2026,Louisville,87.53,210.25
2026,NC State,86.94,210.08
2026,Boise State,85.54,205.7
2026,Kansas State,87.23,205.59
2026,Northwestern,86.74,204.95
2026,Boston College,86.6,204.06
2026,Iowa State,86.15,203.31
2026,Purdue,86.44,203.29
2026,California,87.43,202.81
2026,Cincinnati,86.43,199.89
2026,Appalachian State,85.75,198.58
2026,Kentucky,87.97,197.21
2026,Kansas,87.02,196.96
2026,UNLV,85.37,196.95
2026,UCLA,86.33,194.93
2026,Penn State,87.75,194.39
2026,UCF,87.35,194.3
2026,Baylor,87.85,193.79
2026,Tulane,86.11,192.92
2026,Temple,85.06,192.09
2026,Colorado,87.04,190.7
2026,Oklahoma State,85.92,190.27
2026,Colorado State,85.23,189.8
2026,Fresno State,84.97,189.56
2026,Duke,87.39,189.26
2026,Wisconsin,87.49,189.24
2026,Memphis,85.76,189.2
2026,Texas State,85.1,187.81
2026,Bowling Green,84.89,187.75
2026,Troy,84.34,186.33
2026,South Alabama,84.21,185.78
2026,James Madison,85.36,184.9
2026,San Diego State,84.94,184.04
2026,Arkansas State,84.39,183.35
2026,Western Kentucky,84.72,183.1
2026,UTSA,84.74,182.0
2026,Jacksonville State,84.18,181.81
2026,Northern Illinois,83.89,181.64
2026,UTEP,84.12,180.4
2026,East Carolina,85.29,179.98
2026,South Florida,85.51,179.91
2026,Nevada,83.6,177.99
2026,Central Michigan,83.13,177.69
2026,New Mexico,83.89,177.66
2026,Charlotte,84.26,177.11
2026,Tulsa,84.8,176.9
2026,Georgia State,83.97,176.83
2026,FIU,84.53,176.61
2026,Louisiana Tech,83.88,176.47
2026,Louisiana,84.07,176.46
2026,Oregon State,85.26,176.27
2026,Old Dominion,83.26,176.22
2026,Rice,84.05,175.77
2026,Utah State,84.7,175.66
2026,Eastern Michigan,83.37,174.78
2026,Nebraska,88.55,173.82
2026,Buffalo,84.34,172.94
2026,Ohio,84.85,172.13
2026,UConn,85.41,171.97
2026,Virginia,86.38,171.82
2026,Miami (OH),84.45,170.52
2026,Georgia Southern,84.12,170.51
2026,Liberty,84.12,170.34
2026,Western Michigan,83.57,169.04
2026,Southern Miss,82.79,168.44
2026,Ball State,83.57,168.38
2026,North Dakota State,84.21,167.6
2026,Wyoming,83.36,167.25
2026,UMass,83.94,166.97
2026,Delaware,83.68,166.86
2026,Coastal Carolina,84.32,165.0
2026,Marshall,84.01,162.54
2026,Toledo,84.36,161.39
2026,Kennesaw State,83.59,161.01
2026,Kent State,83.64,159.48
2026,Middle Tennessee,83.61,159.27
2026,Hawaii,83.19,158.94
2026,Sam Houston,83.24,158.55
2026,Florida Atlantic,85.19,157.76
2026,San Jose State,84.55,156.93
2026,Louisiana-Monroe,81.63,155.82
2026,Idaho,82.7,150.0
2026,Missouri State,82.49,149.44
2026,Akron,83.4,145.48
2026,Sacramento State,81.56,143.23
2026,Montana State,83.36,142.34
2026,Washington State,84.34,140.77
2026,UAB,83.54,132.28
2026,North Texas,83.91,128.04
2026,Northern Arizona,82.54,127.93
2026,Cal Poly,82.5,120.6
2026,New Mexico State,83.69,119.17
2026,UC Davis,82.73,117.36
2026,Air Force,83.5,116.49
2026,Navy,83.81,110.55
2026,Chicago State,84.88,108.35
2026,Harvard,84.69,106.82
2026,Eastern Washington,83.28,106.39
2026,Illinois State,85.0,97.52
2026,West Georgia,84.74,95.93
2026,Utah Tech,82.93,94.83
2026,Portland State,84.13,92.18
2026,Stephen F. Austin,83.93,90.81
2027,Oklahoma,92.57,273.2
2027,Texas A&M,94.81,215.06
2027,Ohio State,93.41,188.74
2027,Louisville,90.1,146.6
2027,Notre Dame,91.92,144.64
2027,Georgia,93.46,134.67
2027,Nebraska,91.32,122.2
2027,Texas,90.86,119.38
2027,Washington,87.62,115.1
2027,Virginia,87.0,110.68
2027,Texas Tech,97.2,106.71
2027,Syracuse,86.36,106.37
2027,Miami,91.09,102.3
2027,Oregon,90.85,100.97
2027,Clemson,89.36,93.67
2027,Indiana,89.27,93.16
2027,Florida State,89.1,92.59
2027,Boston College,86.25,92.53
2027,USC,93.13,90.89
2027,Ole Miss,92.01,86.54
2027,Alabama,91.28,83.53
2027,Minnesota,86.95,82.13
2027,Tennessee,89.94,78.29
2027,NC State,89.06,74.83
2027,Wisconsin,88.6,72.98
2027,Baylor,87.96,70.43
2027,Sacramento State,84.2,68.64
2027,Northwestern,86.88,66.14
2027,Pittsburgh,85.93,62.62
2027,Arizona State,89.3,57.37
2027,Michigan,89.29,57.37
2027,Iowa,88.5,54.95
2027,LSU,97.54,54.91
2027,North Carolina,88.2,54.15
2027,Mississippi State,87.17,50.98
2027,South Carolina,93.12,46.1
2027,Vanderbilt,92.7,45.28
2027,Illinois,92.34,44.56
2027,Auburn,91.66,43.22
2027,UNLV,84.33,42.61
2027,Florida,91.25,42.39
2027,SMU,89.46,38.82
2027,Kentucky,88.0,35.9
2027,Missouri,87.72,35.34
2027,Kansas State,87.25,34.4
2027,Michigan State,86.75,33.4
2027,Appalachian State,86.39,32.69
2027,California,86.25,32.41
2027,Houston,86.25,32.41
2027,Cincinnati,86.25,32.4
2027,UCLA,85.75,31.41
2027,Arizona,85.5,30.91
2027,FIU,85.5,30.91
2027,Wake Forest,85.5,30.91
2027,San Diego State,84.25,28.42
2027,Duke,88.0,18.0
2027,South Florida,87.5,17.5
2027,Iowa State,87.5,17.5
2027,UCF,87.0,17.0
2027,Boise State,87.0,17.0
2027,Rutgers,87.0,17.0
2027,Kansas,87.0,17.0
2027,Colorado,87.0,17.0
2027,TCU,87.0,17.0
2027,Maryland,86.0,16.0
2027,New Mexico,85.5,15.5
2027,Arkansas,85.0,15.0
2027,Utah,84.5,14.5
2027,Purdue,84.5,14.5
2027,Georgia State,84.0,14.0
2027,Wyoming,84.0,14.0
2027,Fresno State,84.0,14.0
2027,Columbia,84.0,14.0
2027,South Alabama,83.0,13.0
2027,Delaware State,83.0,13.0
2027,Montana State,83.0,13.0
2027,Old Dominion,82.5,12.5
2027,Nevada,80.0,10.0
2028,Ohio State,98.3,56.43
2028,Georgia,99.65,29.65
2028,Oklahoma,97.9,27.9
2028,Penn State,89.0,19.0
2028,Purdue,88.5,18.5
2028,Boston College,88.0,18.0
2028,Arizona,87.0,17.0
