year,team,recruiting_avg,recruiting_points,overall_avg,overall_points,transfer_avg,transfer_points
2024,penn state,90.59,266.9,90.46,273.65,89.8,30.27
2024,pennsylvania,80.8,71.28,80.8,71.28,,
2024,pittsburgh,86.37,205.38,86.43,215.24,86.54,31.35
2024,portland state,80.47,139.53,80.47,139.53,,
2024,princeton,83.23,75.88,83.23,75.88,,
2024,purdue,87.4,226.74,87.32,238.66,87.18,42.53
2024,rhode island,84.78,14.78,84.78,14.78,,
2024,rice,84.1,121.73,83.58,164.5,83.0,14.67
2024,robert morris,82.0,23.95,82.67,37.72,,
2024,rutgers,86.91,211.77,86.69,215.75,85.6,15.88
2024,sacramento state,80.68,94.46,80.68,94.46,,
2024,sacred heart,79.33,18.64,79.33,18.64,,
2024,saint francis (pa),78.0,8.0,78.0,8.0,,
2024,sam houston,82.07,124.04,82.63,158.37,83.44,14.34
2024,samford,79.0,9.0,79.0,9.0,,
2024,san diego,76.83,38.89,76.83,38.89,,
2024,san diego state,85.18,171.46,85.0,197.53,84.88,27.05
2024,san jose state,81.88,150.03,82.1,164.91,82.71,12.04
2024,smu,86.5,142.05,86.86,214.79,87.05,40.63
2024,south alabama,83.32,162.93,82.98,169.63,82.42,12.63
2024,south carolina,90.74,239.73,89.19,265.03,87.95,49.55
2024,south dakota,81.0,63.48,81.0,63.48,,
2024,south dakota state,82.54,126.57,82.65,134.15,84.0,2.76
2024,southeast missouri state,80.33,30.79,80.33,30.79,,
2024,southeastern louisiana,82.67,37.65,82.67,37.65,,
2024,southern illinois,83.36,76.94,84.02,92.66,88.0,5.24
2024,southern miss,83.35,168.26,83.91,188.35,84.65,25.52
2024,southern utah,79.6,46.6,79.6,46.6,,
2024,southwestern oklahoma state,,,,,85.0,3.24
2024,stanford,87.14,217.16,87.02,218.14,86.0,10.12
2024,stephen f. austin,83.28,98.07,82.8,157.5,82.45,13.44
2024,stony brook,83.06,38.82,83.06,38.82,,
2024,syracuse,86.89,213.35,87.01,229.65,87.17,43.25
2024,tarleton state,80.0,10.0,80.0,10.0,,
2024,tcu,87.08,213.86,87.11,229.3,87.13,43.01
2024,temple,82.22,153.4,83.04,175.12,84.07,18.72
2024,tennessee,91.16,267.23,90.73,278.88,89.63,42.27
2024,tennessee state,84.08,55.2,84.08,55.2,,
2024,tennessee tech,84.0,14.0,84.0,14.0,,
2024,texas,92.37,286.9,91.59,300.72,90.17,61.1
2024,texas a&m,91.43,245.16,89.82,268.52,88.72,62.99
2024,texas southern,81.67,34.71,81.67,34.71,,
2024,texas state,83.04,152.53,83.76,191.69,84.19,27.61
2024,texas tech,89.13,236.06,88.27,246.25,87.07,39.76
2024,the citadel,80.0,10.0,80.0,10.0,,
2024,toledo,84.53,180.6,84.33,186.17,83.71,13.51
2024,towson,85.25,30.41,85.25,30.41,,
2024,troy,82.95,166.77,83.28,177.12,84.0,15.79
2024,tulane,85.09,179.27,85.29,204.79,85.45,32.4
2024,tulsa,84.7,192.03,84.46,192.84,83.82,16.25
2024,uab,84.04,164.73,83.79,185.35,83.56,19.61
2024,uc davis,82.99,112.1,82.99,112.1,,
2024,ucf,88.12,208.14,87.52,230.49,87.15,45.13
2024,ucla,88.25,157.07,86.91,219.99,86.17,36.04
2024,uconn,83.06,133.58,83.46,180.01,83.71,22.48
2024,ul monroe,81.19,163.88,81.4,169.51,81.8,12.58
2024,unlv,83.51,168.14,83.96,193.27,84.45,28.06
2024,usc,90.15,253.75,89.33,262.69,88.13,47.37
2024,usf,85.43,197.61,85.07,201.17,84.18,18.54
2024,utah,87.27,188.94,87.71,224.11,88.25,40.69
2024,utah state,82.45,139.63,83.05,177.28,83.48,19.74
2024,utah tech,82.64,72.59,82.1,89.23,80.5,3.23
2024,utep,82.16,163.5,82.68,180.62,83.2,20.57
2024,utsa,85.56,160.9,85.22,203.34,84.94,27.89
2024,valparaiso,76.33,18.87,76.33,18.87,,
2024,vanderbilt,86.95,207.78,86.87,221.9,86.79,37.74
2024,villanova,83.25,26.42,83.25,26.42,,
2024,virginia,85.91,159.74,86.11,199.99,86.33,29.68
2024,virginia tech,88.14,202.6,87.75,218.47,86.86,22.73
2024,wagner,80.0,10.0,80.0,10.0,,
2024,wake forest,86.22,196.47,86.1,201.05,85.6,14.36
2024,washington,87.87,201.79,87.46,237.5,87.22,53.35
2024,washington state,84.53,183.61,84.83,189.67,85.55,22.0
2024,weber state,83.11,95.81,83.54,108.76,87.0,4.48
2024,west florida,,,,,88.0,5.24
2024,west georgia,84.69,71.05,85.07,98.24,86.0,7.3
2024,west virginia,86.58,202.07,86.62,211.46,86.69,31.95
2024,western carolina,86.25,48.29,86.25,48.29,,
2024,western illinois,77.0,20.79,77.0,20.79,,
2024,western kentucky,83.0,147.41,83.7,181.7,84.33,24.64
2024,western michigan,83.34,171.51,83.63,181.19,84.3,17.2
2024,winston-salem state,,,,,85.0,3.24
2024,wisconsin,89.33,239.08,88.92,248.26,88.29,43.91
2024,wofford,79.93,39.11,79.93,39.11,,
2024,wyoming,82.56,163.8,82.64,166.53,83.33,6.6
2024,yale,80.54,69.2,80.54,69.2,,
2024,youngstown state,86.0,16.0,86.0,16.0,,
2025,abilene christian,,,86.0,16.0,86.0,3.4
2025,air force,81.86,163.57,81.86,163.57,,
2025,akron,82.18,114.13,82.36,160.28,82.47,12.63
2025,alabama,93.42,298.4,91.39,305.7,87.83,40.55
2025,alabama a&m,83.0,25.94,83.0,25.94,,
2025,alabama state,85.5,30.91,84.0,41.64,81.0,1.7
2025,alcorn state,84.0,27.92,83.33,39.63,82.0,1.9
2025,appalachian state,85.01,151.48,83.65,183.14,83.07,17.57
2025,arizona,85.57,202.22,85.49,208.53,85.39,26.96
2025,arizona state,86.61,204.81,86.09,210.94,85.35,24.68
2025,arkansas,87.63,218.53,87.12,236.01,86.73,44.76
2025,arkansas state,84.18,179.64,83.39,182.22,82.72,15.49
2025,army,80.58,152.37,80.58,152.37,,
2025,auburn,91.57,286.89,89.91,295.63,87.75,55.43
2025,austin peay,85.34,74.2,84.15,130.53,83.17,9.46
2025,ball state,82.12,132.8,82.49,166.67,82.73,13.93
2025,baylor,86.8,211.06,86.17,220.95,85.55,28.39
2025,bethune-cookman,,,85.0,15.0,85.0,2.88
2025,boise state,85.25,192.05,85.13,194.85,84.8,16.44
2025,boston college,85.96,195.09,85.6,197.81,85.0,20.88
2025,bowling green,83.44,160.44,83.33,177.96,83.25,17.3
2025,brown,78.0,23.78,78.0,23.78,,
2025,bryant,80.79,21.54,80.79,21.54,,
2025,bucknell,78.0,31.53,78.0,31.53,,
2025,buffalo,84.03,155.63,83.5,166.56,82.29,9.23
2025,butler,76.0,6.0,76.0,6.0,,
2025,byu,86.38,207.99,85.65,211.17,84.31,17.82
2025,cal poly,81.98,112.62,81.98,112.62,,
2025,california,85.8,184.75,85.58,212.61,85.47,32.09
2025,campbell,81.26,22.47,81.26,22.47,,
2025,central arkansas,85.2,73.59,85.2,73.59,,
2025,central michigan,83.09,121.14,83.28,163.55,83.5,13.13
2025,charleston southern,80.75,42.28,80.75,42.28,,
2025,charlotte,82.14,79.77,83.0,176.21,83.17,18.06
2025,chattanooga,83.12,74.75,82.82,83.55,81.0,1.7
2025,cincinnati,86.04,189.52,85.89,208.97,85.75,30.05
2025,clemson,90.48,227.23,90.34,243.55,89.67,17.87
2025,coastal carolina,83.12,169.44,83.3,184.44,83.43,18.04
2025,colgate,79.44,54.19,79.44,54.19,,
2025,colorado,89.43,209.08,87.31,247.09,86.38,42.42
2025,colorado state,84.02,144.3,83.78,183.65,83.64,18.46
2025,columbia,80.05,66.44,80.05,66.44,,
2025,cornell,81.36,84.24,81.36,84.24,,
2025,dartmouth,80.0,57.62,80.0,57.62,,
2025,davidson,79.0,9.0,79.0,9.0,,
2025,dayton,74.33,12.9,74.33,12.9,,
2025,delaware,83.14,85.71,82.63,116.36,81.75,5.98
2025,delaware state,84.39,42.78,85.03,85.73,85.67,8.51
2025,drake,75.8,28.09,75.8,28.09,,
2025,duke,86.92,220.94,86.73,227.22,86.11,22.62
2025,duquesne,81.42,34.05,81.06,43.66,80.0,1.53
2025,east carolina,84.3,178.31,83.67,183.24,82.95,14.15
2025,east tennessee state,84.44,82.37,83.37,116.09,81.75,6.25
2025,eastern illinois,77.88,51.75,78.15,59.88,80.0,1.53
2025,eastern kentucky,83.94,67.48,83.28,76.05,80.0,1.53
2025,eastern michigan,83.68,173.39,83.14,176.45,82.41,11.81
2025,eastern washington,80.76,137.13,80.96,142.38,85.0,2.88
2025,fiu,83.59,159.55,83.41,176.33,83.25,16.16
2025,florida,91.12,287.77,90.01,289.13,85.71,19.62
2025,florida a&m,,,80.5,20.94,80.5,2.99
2025,florida atlantic,84.4,163.23,83.5,179.92,83.0,16.88
2025,florida state,89.01,244.11,88.46,263.96,87.91,57.18
2025,fordham,80.33,40.6,80.33,40.6,,
2025,fort hays state,,,,,86.0,3.4
2025,fresno state,82.55,158.35,82.59,176.06,82.62,15.25
2025,furman,83.17,51.64,83.78,78.63,85.0,5.37
2025,gardner-webb,83.0,13.0,83.0,13.0,,
2025,georgetown,81.5,22.94,81.5,22.94,,
2025,georgia,93.03,304.64,91.81,308.3,88.5,40.15
2025,georgia southern,84.86,180.31,84.03,186.21,82.94,14.78
2025,georgia state,84.22,185.2,84.04,190.33,83.78,19.06
2025,georgia tech,88.49,241.27,87.36,250.44,86.17,33.58
2025,grand valley state,77.74,111.14,77.74,111.14,,
2025,hampton,83.0,13.0,83.0,13.0,,
2025,harvard,82.17,79.95,82.17,79.95,,
2025,hawaii,81.61,119.1,81.76,151.26,81.92,11.78
2025,holy cross,80.0,10.0,80.0,10.0,,
2025,houston,86.81,198.73,86.33,220.52,86.0,36.15
2025,houston christian,82.04,12.04,82.04,12.04,,
2025,howard,83.27,87.44,83.27,87.44,,
2025,idaho,79.88,118.36,80.12,124.9,84.0,2.47
2025,idaho state,79.82,86.37,79.82,86.37,,
2025,illinois,86.79,203.78,86.61,216.37,86.33,30.94
2025,illinois state,80.4,90.9,80.4,90.9,,
2025,incarnate word,84.0,14.0,81.5,65.85,81.0,6.68
2025,independence c.c.,,,,,86.0,3.4
2025,indiana,86.58,202.68,86.51,223.04,86.43,38.68
2025,indiana state,78.6,75.12,78.6,75.12,,
2025,indianapolis,,,,,80.0,1.53
2025,iowa,88.33,208.27,87.73,229.39,86.67,24.68
2025,iowa state,86.35,198.58,86.46,212.35,86.75,24.4
2025,jackson state,83.67,77.93,83.67,77.93,,
2025,jacksonville state,84.23,168.49,83.29,181.04,82.52,16.44
2025,james madison,84.38,159.61,83.82,182.39,83.5,19.26
2025,kansas,86.52,178.35,86.04,209.49,85.78,31.6
2025,kansas state,87.08,213.85,86.53,218.65,85.71,24.67
2025,keiser,,,,,85.0,2.88
2025,kennesaw state,84.38,42.71,82.06,158.58,81.84,12.96
2025,kent state,82.49,159.23,82.28,168.32,82.0,13.06
2025,kentucky,88.49,224.01,87.86,244.08,87.35,52.11
2025,lafayette,82.5,24.94,82.5,24.94,,
2025,lamar,83.31,13.31,83.31,13.31,,
2025,lehigh,81.5,22.93,81.5,22.93,,
2025,lenoir-rhyne,,,,,85.0,2.88
2025,liberty,85.56,165.02,84.09,188.94,83.0,15.18
2025,lindenwood,77.67,22.79,78.5,33.4,81.0,1.7
2025,louisiana,84.18,169.83,84.02,179.43,83.57,12.37
2025,louisiana tech,83.52,149.99,82.95,167.55,82.1,10.51
2025,louisville,86.41,183.1,86.16,211.65,86.03,33.58
2025,lsu,92.11,281.53,91.44,295.35,90.53,70.94
2025,maine,82.0,12.0,82.0,12.0,,
2025,marshall,83.14,134.01,82.68,175.68,82.56,17.18
2025,maryland,88.11,228.43,87.66,241.35,87.06,33.56
2025,massachusetts,83.62,89.12,82.77,170.72,82.58,15.44
2025,mcneese,82.5,24.93,81.67,34.68,80.0,1.53
2025,memphis,86.15,194.42,84.88,203.37,84.23,21.39
2025,mercer,81.33,54.97,81.23,73.7,81.0,3.19
2025,mercyhurst,80.93,63.01,80.93,63.01,,
2025,miami (fl),90.83,257.66,90.27,274.48,89.61,64.26
2025,miami (oh),83.61,165.07,83.52,177.2,83.4,16.25
2025,michigan,92.18,290.87,89.81,294.83,86.25,33.84
2025,michigan state,86.89,196.1,86.51,219.85,86.22,35.69
2025,middle tennessee,83.61,166.96,83.52,179.52,83.38,14.76
2025,minnesota,86.27,202.95,86.46,219.82,86.68,35.67
2025,mississippi state,87.64,226.13,87.2,240.68,86.81,43.65
2025,missouri,91.1,250.29,89.12,275.11,87.5,55.95
2025,missouri state,83.33,107.14,83.0,143.9,82.5,8.79
2025,monmouth,,,80.0,10.0,80.0,1.53
2025,montana,81.33,129.98,81.47,139.25,82.5,3.75
2025,montana state,81.42,143.56,81.77,153.98,84.0,6.52
2025,morehead state,78.0,23.82,78.0,23.82,,
2025,morgan state,84.0,14.0,84.0,14.0,,
2025,murray state,83.83,41.11,83.83,41.11,,
2025,navy,81.38,120.08,81.38,120.08,,
2025,nc state,87.26,212.19,86.63,216.15,85.76,23.91
2025,nebraska,89.65,237.53,88.64,256.64,87.38,48.87
2025,nevada,82.86,166.95,82.54,173.67,82.17,14.66
2025,new hampshire,77.0,13.98,77.0,13.98,,
2025,new mexico,81.86,118.13,82.7,177.29,83.0,18.76
2025,new mexico state,82.14,148.16,82.15,169.88,82.16,12.38
2025,newberry,,,,,80.0,1.53
2025,nicholls,,,79.5,18.95,79.5,2.71
2025,norfolk state,82.04,12.04,83.01,51.02,83.33,6.35
2025,north alabama,84.0,79.78,82.7,110.52,80.75,5.44
2025,north carolina,85.95,211.72,86.43,241.63,86.82,53.42
2025,north carolina central,82.44,12.44,82.44,12.44,,
2025,north dakota,78.0,58.89,78.0,58.89,,
2025,north dakota state,81.77,157.58,81.74,158.45,81.0,1.7
2025,north texas,83.83,141.07,83.17,175.85,82.95,15.5
2025,northern arizona,82.72,117.83,82.72,117.83,,
2025,northern colorado,82.0,23.93,82.0,23.93,,
2025,northern illinois,82.81,167.08,82.76,170.22,82.67,11.63
2025,northern iowa,83.5,77.22,83.29,86.88,82.0,1.9
2025,northern state,,,,,84.0,2.47
2025,northwestern,85.9,187.75,85.51,195.28,85.0,19.82
2025,northwestern state,82.0,12.0,82.0,12.0,,
2025,notre dame,91.02,270.22,90.15,274.65,87.14,24.48
2025,ohio,83.13,141.22,82.59,169.26,82.17,12.93
2025,ohio state,92.46,297.72,91.51,301.69,88.78,39.12
2025,oklahoma,90.74,248.6,88.98,270.64,87.32,49.0
2025,oklahoma state,86.74,201.22,86.09,212.95,85.72,33.48
2025,old dominion,82.98,170.69,82.87,172.46,82.56,10.4
2025,ole miss,89.79,251.63,88.66,270.74,87.8,63.45
2025,oregon,94.35,292.18,93.44,307.81,91.7,60.31
2025,oregon state,85.9,188.93,85.53,203.46,85.0,23.96
2025,penn state,90.07,255.75,89.69,258.36,88.38,31.18
2025,pennsylvania,81.5,45.09,81.5,45.09,,
2025,pittsburgh,86.62,200.25,86.23,205.05,85.67,22.15
2025,portland state,80.64,86.24,80.64,86.24,,
2025,prairie view a&m,84.78,14.78,83.59,40.44,83.0,4.69
2025,presbyterian,82.52,12.52,82.52,12.52,,
2025,princeton,81.0,11.0,81.0,11.0,,
2025,purdue,85.16,169.01,85.32,205.41,85.37,28.73
2025,rhode island,82.19,24.34,84.48,70.33,86.0,9.16
2025,rice,83.99,171.55,83.34,175.59,82.0,10.45
2025,richmond,83.67,40.6,83.67,40.6,,
2025,robert morris,80.69,42.06,80.69,42.06,,
2025,rutgers,87.71,222.19,86.91,226.37,85.61,28.14
2025,sacramento state,83.62,167.34,84.14,192.0,84.71,21.97
2025,saint francis (pa),82.93,50.86,82.93,50.86,,
2025,sam houston,83.02,113.32,82.23,166.07,81.92,13.8
2025,samford,84.33,42.57,84.33,42.57,,
2025,san diego,78.79,34.59,78.79,34.59,,
2025,san diego state,84.86,171.52,83.94,181.94,83.14,15.1
2025,san jose state,82.04,143.04,82.67,166.74,83.64,13.67
2025,savannah state,,,85.0,15.0,85.0,2.88
2025,smu,87.52,220.85,87.01,230.54,86.45,31.01
2025,south alabama,83.62,150.53,82.85,173.28,82.35,14.21
2025,south carolina,88.85,244.27,88.41,253.68,87.78,46.15
2025,south dakota,79.87,64.9,80.71,94.09,82.67,5.77
2025,south dakota state,81.88,134.6,81.84,141.75,81.5,3.43
2025,southeast missouri state,82.67,37.76,82.67,37.76,,
2025,southeastern louisiana,84.33,42.57,84.33,42.57,,
2025,southern illinois,80.88,71.69,80.88,71.69,,
2025,southern miss,83.74,149.76,83.39,187.07,83.29,23.7
2025,southern utah,81.17,54.3,81.47,65.95,83.0,2.14
2025,southwest mississippi c.c.,,,,,82.0,1.9
2025,stanford,87.05,196.58,86.31,214.99,85.61,25.55
2025,stephen f. austin,84.25,55.91,84.0,79.86,83.5,4.28
2025,stetson,76.0,6.0,76.0,6.0,,
2025,stony brook,,,82.5,24.93,82.5,3.9
2025,syracuse,86.16,206.47,86.03,215.06,85.75,29.51
2025,tarleton state,79.0,9.0,81.0,21.94,83.0,2.14
2025,tcu,87.62,230.41,87.17,235.13,86.0,26.51
2025,temple,83.65,134.38,83.64,181.54,83.64,18.16
2025,tennessee,91.32,277.93,90.28,279.5,86.57,20.29
2025,tennessee state,83.41,76.43,83.6,108.53,84.0,6.71
2025,tennessee tech,,,82.5,24.93,82.5,3.75
2025,texas,93.63,312.27,92.14,314.83,88.4,39.37
2025,texas a&m,91.89,282.42,90.78,287.92,88.79,50.4
2025,texas southern,85.12,44.99,85.12,44.99,,
2025,texas state,83.56,168.03,83.28,178.3,83.09,16.96
2025,texas tech,87.35,201.51,88.49,254.19,89.48,69.47
2025,the citadel,,,82.0,12.0,82.0,1.9
2025,toledo,84.74,180.64,84.01,187.29,83.17,15.82
2025,towson,84.69,43.65,84.01,79.97,83.33,6.04
2025,trinity,,,,,83.0,2.14
2025,trinity valley c.c.,,,,,79.0,1.36
2025,troy,84.85,164.69,84.15,180.53,83.4,14.9
2025,tulane,85.62,184.73,84.39,197.03,83.74,18.63
2025,tulsa,83.33,149.25,83.11,174.34,83.0,16.51
2025,uab,84.55,116.94,83.38,181.71,83.0,17.25
2025,uc davis,81.76,145.03,81.92,152.1,83.0,5.9
2025,ucf,87.55,170.04,85.97,215.18,85.46,30.24
2025,ucla,86.97,208.23,86.45,227.55,86.07,41.78
2025,uconn,84.42,140.82,83.58,181.32,83.19,17.09
2025,ul monroe,83.03,139.24,83.01,173.53,83.0,15.88
2025,unlv,84.91,167.61,84.14,189.08,83.81,19.1
2025,usc,90.05,262.74,89.08,271.02,87.47,43.89
2025,usf,85.28,190.49,84.74,192.16,84.05,17.44
2025,ut martin,83.5,26.92,83.0,38.63,82.0,1.9
2025,utah,86.94,208.55,86.67,218.17,86.35,32.37
2025,utah state,82.61,166.02,82.27,170.7,81.87,13.18
2025,utah tech,81.4,55.33,81.4,55.33,,
2025,utep,83.74,179.54,83.27,183.42,82.79,15.86
2025,utsa,83.98,151.22,83.87,183.46,83.79,16.82
2025,valparaiso,77.0,13.99,77.0,13.99,,
2025,vanderbilt,87.13,173.04,86.76,215.7,86.5,33.15
2025,villanova,,,81.0,11.0,81.0,1.7
2025,virginia,86.8,195.76,86.5,218.54,86.3,38.27
2025,virginia tech,87.41,208.19,86.53,219.36,85.93,30.36
2025,wagner,76.0,11.98,76.0,11.98,,
2025,wake forest,85.65,189.9,85.53,202.7,85.44,28.82
2025,washington,88.32,235.15,87.61,243.68,86.33,31.54
2025,washington state,84.45,186.44,84.23,189.99,83.96,19.21
2025,weber state,83.2,63.95,83.29,87.05,83.5,4.84
2025,west florida,,,,,82.0,1.9
2025,west georgia,84.78,57.97,84.78,57.97,,
2025,west virginia,86.29,202.86,85.68,216.47,85.41,33.71
2025,western carolina,82.59,49.44,82.67,61.37,83.0,2.14
2025,western illinois,81.33,83.7,81.19,90.75,80.0,1.53
2025,western kentucky,83.67,161.75,83.09,186.6,82.86,18.68
2025,western michigan,83.29,143.2,82.75,175.31,82.46,16.4
2025,william & mary,82.28,12.28,82.64,25.2,83.0,2.14
2025,wisconsin,88.4,226.13,87.83,243.96,87.24,47.4
2025,wofford,83.66,40.57,83.66,40.57,,
2025,wyoming,82.63,165.71,82.64,174.58,82.65,14.57
2025,yale,81.02,81.62,81.46,93.54,85.0,2.88
2025,youngstown state,82.71,102.22,82.44,108.28,80.0,1.53
2026,abilene christian,83.33,39.63,84.27,44.65,84.67,5.02
2026,air force,83.5,116.49,83.5,116.49,,
2026,akron,83.4,145.48,83.17,153.49,83.0,8.01
2026,alabama,91.94,303.79,90.28,339.59,87.65,35.8
2026,alabama a&m,86.11,16.11,85.7,24.02,85.4,7.91
2026,alabama state,82.26,36.54,70.51,36.54,,
2026,albany,83.13,51.51,83.13,51.51,,
2026,appalachian state,85.75,198.58,84.87,210.23,84.2,11.65
2026,arizona,87.6,216.67,86.51,235.18,85.59,18.51
2026,arizona state,87.68,217.26,87.12,254.51,86.65,37.25
2026,arkansas,86.74,211.84,86.15,240.48,85.83,28.64
2026,arkansas state,84.39,183.35,84.16,195.01,83.94,11.66
2026,army,83.41,39.85,83.41,39.85,,
2026,auburn,87.81,225.99,87.12,266.02,86.74,40.03
2026,austin peay,82.5,24.94,83.27,29.83,83.5,4.89
2026,ball state,83.57,168.38,83.76,177.65,83.91,9.27
2026,baylor,87.85,193.79,86.67,222.23,86.07,28.44
2026,bethune-cookman,84.0,14.0,84.0,15.63,84.0,1.63
2026,blinn college,,,,,85.0,1.95
2026,boise state,85.54,205.7,85.3,216.21,84.6,10.51
2026,boston college,86.6,204.06,85.91,218.57,85.27,14.51
2026,bowling green,84.89,187.75,84.37,195.91,83.5,8.16
2026,brown,83.33,39.6,83.33,39.6,,
2026,bryant,84.78,14.78,84.14,17.78,83.5,3.0
2026,buffalo,84.34,172.94,83.77,180.81,83.18,7.87
2026,byu,88.98,237.33,88.46,259.19,87.22,21.86
2026,cal poly,82.5,120.6,82.98,125.94,84.25,5.34
2026,california,87.43,202.81,87.11,241.48,86.93,38.67
2026,campbell,,,69.17,2.61,83.0,2.61
2026,central arkansas,84.67,43.57,85.15,45.98,86.0,2.41
2026,central michigan,83.13,177.69,83.0,183.48,82.67,5.79
2026,charlotte,84.26,177.11,83.88,186.58,83.38,9.47
2026,chattanooga,85.0,44.57,84.63,46.2,84.0,1.63
2026,chicago state,84.88,108.35,,,,
2026,cincinnati,86.43,199.89,86.23,222.46,86.0,22.57
2026,clemson,89.0,243.28,88.0,257.32,85.8,14.04
2026,coastal carolina,84.32,165.0,84.49,176.98,84.56,11.98
2026,colgate,85.17,30.24,85.17,30.24,,
2026,colorado,87.04,190.7,86.6,223.39,86.43,32.69
2026,colorado state,85.23,189.8,84.73,202.1,84.33,12.3
2026,columbia,83.25,51.95,83.25,51.95,,
2026,copiah-lincoln c.c.,,,,,84.0,1.63
2026,cornell,82.0,23.93,82.0,23.93,,
2026,dartmouth,84.0,14.0,84.0,14.0,,
2026,delaware,83.68,166.86,83.47,174.31,83.14,7.45
2026,delaware state,85.0,15.0,85.5,17.41,86.0,2.41
2026,duke,87.39,189.26,86.46,205.03,85.65,15.77
2026,east carolina,85.29,179.98,84.9,191.75,84.58,11.77
2026,east tennessee state,83.11,26.17,84.1,31.34,85.0,5.17
2026,eastern kentucky,84.0,27.92,83.76,32.02,83.67,4.1
2026,eastern michigan,83.37,174.78,83.58,180.46,84.25,5.68
2026,eastern washington,83.28,106.39,71.92,106.39,,
2026,elon,,,12.14,1.95,85.0,1.95
2026,emporia state,,,,,85.0,1.95
2026,fiu,84.53,176.61,84.28,186.29,84.0,9.68
2026,florida,90.79,250.98,88.02,280.24,86.2,29.26
2026,florida a&m,83.0,25.93,41.5,25.93,,
2026,florida atlantic,85.19,157.76,84.45,168.65,84.11,10.89
2026,florida state,88.68,251.54,87.71,281.03,86.27,29.49
2026,fordham,83.5,13.5,83.5,13.5,,
2026,fresno state,84.97,189.56,84.4,197.46,83.33,7.9
2026,furman,85.0,29.91,83.85,32.39,82.5,2.48
2026,gardner-webb,84.1,68.17,71.16,68.17,,
2026,georgia,91.31,292.36,90.66,320.42,88.44,28.06
2026,georgia southern,84.12,170.51,84.27,181.76,84.42,11.25
2026,georgia state,83.97,176.83,83.73,187.1,83.57,10.27
2026,georgia tech,87.48,216.7,87.08,245.75,86.58,29.05
2026,grambling state,83.0,13.0,41.5,13.0,,
2026,grand valley state,83.5,13.5,83.57,15.45,85.0,1.95
2026,hampton,84.0,14.0,84.0,14.0,,
2026,harding,,,,,82.0,1.28
2026,harvard,84.69,106.82,84.69,106.82,,
2026,hawaii,83.19,158.94,83.54,167.54,83.9,8.6
2026,holy cross,,,27.33,3.38,82.0,3.38
2026,houston,88.5,218.85,87.22,240.6,86.0,21.75
2026,houston christian,,,14.17,1.95,85.0,1.95
2026,howard,83.63,53.45,71.68,53.45,,
2026,hutchinson c.c.,,,,,84.0,1.63
2026,idaho,82.7,150.0,82.36,151.03,80.0,1.03
2026,idaho state,82.36,48.56,82.58,51.17,83.0,2.61
2026,illinois,87.62,229.7,86.75,244.81,85.06,15.11
2026,illinois state,85.0,97.52,72.25,97.52,,
2026,incarnate word,,,72.86,1.95,85.0,1.95
2026,indiana,88.42,226.46,88.19,269.61,87.88,43.15
2026,indiana state,,,38.64,1.95,85.0,1.95
2026,iowa,89.04,228.57,87.39,242.83,85.29,14.26
2026,iowa state,86.15,203.31,85.39,218.19,84.96,14.88
2026,jackson state,84.6,70.68,84.72,74.27,85.0,3.59
2026,jacksonville state,84.18,181.81,83.82,190.6,83.3,8.79
2026,james madison,85.36,184.9,84.65,197.96,84.29,13.06
2026,johnson c. smith,,,,,82.0,1.28
2026,kansas,87.02,196.96,85.99,214.36,85.39,17.4
2026,kansas state,87.23,205.59,86.37,227.9,85.69,22.31
2026,kennesaw state,83.59,161.01,83.45,170.35,83.36,9.34
2026,kent state,83.64,159.48,82.92,164.98,82.17,5.5
2026,kentucky,87.97,197.21,87.24,239.34,86.86,42.13
2026,kilgore college,,,,,84.0,3.13
2026,lafayette,83.0,38.63,72.63,38.63,,
2026,lamar,83.67,40.62,84.14,43.92,84.5,3.3
2026,lehigh,83.33,39.62,83.33,39.62,,
2026,liberty,84.12,170.34,84.11,181.27,84.11,10.93
2026,lindenwood,85.0,29.92,85.0,29.92,,
2026,louisiana,84.07,176.46,83.88,179.15,83.0,2.69
2026,louisiana tech,83.88,176.47,84.24,184.09,85.0,7.62
2026,louisville,87.53,210.25,86.74,245.22,86.23,34.97
2026,lsu,91.93,270.17,89.27,350.2,88.08,80.03
2026,maine,,,15.45,1.95,85.0,1.95
2026,marshall,84.01,162.54,84.13,173.4,84.22,10.86
2026,maryland,88.1,213.74,87.2,227.99,85.73,14.25
2026,massachusetts,83.94,166.97,83.57,175.62,83.25,8.65
2026,mcneese,85.08,86.12,84.81,87.55,83.0,1.43
2026,memphis,85.76,189.2,84.39,202.86,83.85,13.66
2026,mercer,82.63,49.48,82.42,53.63,82.25,4.15
2026,mercyhurst,,,20.0,1.03,80.0,1.03
2026,merrimack,80.0,10.0,40.0,10.0,,
2026,miami (fl),91.2,284.55,90.71,331.57,89.5,47.02
2026,miami (oh),84.45,170.52,84.47,180.09,84.5,9.57
2026,michigan,90.35,270.12,89.11,305.9,87.38,35.78
2026,michigan state,87.23,213.73,86.17,230.29,85.41,16.56
2026,middle tennessee,83.61,159.27,83.61,168.6,83.62,9.33
2026,minnesota,87.66,226.67,86.99,251.87,85.89,25.2
2026,mississippi state,87.35,230.34,86.86,253.96,86.25,23.62
2026,mississippi valley state,85.67,15.67,85.67,15.67,,
2026,missouri,88.24,225.09,87.11,256.97,86.18,31.88
2026,missouri s&t,,,,,85.0,1.95
