year,team,recruiting_avg,recruiting_points,overall_avg,overall_points,transfer_avg,transfer_points
2016,south carolina state,79.29,27.65,,,,
2016,south dakota,75.47,49.75,,,,
2016,south dakota state,77.18,61.31,,,,
2016,southeast missouri state,79.46,55.17,,,,
2016,southeastern louisiana,76.03,40.99,,,,
2016,southern,78.89,26.44,,,,
2016,southern illinois,74.17,16.63,,,,
2016,southern miss,79.65,126.05,,,,
2016,southern utah,77.84,38.01,,,,
2016,stanford,87.31,245.82,,,,
2016,stephen f. austin,73.53,79.35,,,,
2016,stony brook,76.39,25.36,,,,
2016,syracuse,83.45,165.15,,,,
2016,tcu,88.25,235.79,,,,
2016,temple,81.58,167.55,,,,
2016,tennessee,89.12,253.94,,,,
2016,tennessee state,79.19,81.09,,,,
2016,tennessee tech,74.7,49.02,,,,
2016,texas,90.07,280.66,,,,
2016,texas a&m,88.7,238.94,,,,
2016,texas southern,76.67,6.67,,,,
2016,texas state,78.38,111.71,,,,
2016,texas tech,84.0,184.64,,,,
2016,the citadel,72.56,7.67,,,,
2016,toledo,79.92,132.92,,,,
2016,towson,79.52,37.47,,,,
2016,troy,78.54,127.73,,,,
2016,tulane,79.56,127.78,,,,
2016,tulsa,79.98,128.52,,,,
2016,uab,79.73,158.61,,,,
2016,uc davis,78.53,69.2,,,,
2016,ucf,82.62,162.22,,,,
2016,ucla,88.34,259.06,,,,
2016,uconn,80.19,126.83,,,,
2016,ul monroe,77.88,99.51,,,,
2016,unlv,79.37,142.78,,,,
2016,usc,91.0,273.71,,,,
2016,usf,84.06,161.21,,,,
2016,ut martin,75.99,11.94,,,,
2016,utah,84.45,200.66,,,,
2016,utah state,80.06,130.65,,,,
2016,utep,77.54,99.39,,,,
2016,utsa,79.11,120.32,,,,
2016,vanderbilt,83.41,171.54,,,,
2016,villanova,76.24,30.97,,,,
2016,virginia,82.51,164.95,,,,
2016,virginia military institute,76.77,20.11,,,,
2016,virginia tech,84.85,190.06,,,,
2016,wagner,70.0,0.0,,,,
2016,wake forest,83.19,169.4,,,,
2016,washington,87.42,209.87,,,,
2016,washington state,82.96,169.74,,,,
2016,weber state,78.39,48.18,,,,
2016,west virginia,83.08,194.45,,,,
2016,western carolina,78.34,47.73,,,,
2016,western illinois,73.76,11.29,,,,
2016,western kentucky,80.13,124.1,,,,
2016,western michigan,81.68,160.72,,,,
2016,william & mary,73.99,27.71,,,,
2016,wisconsin,84.96,202.85,,,,
2016,wofford,76.27,46.72,,,,
2016,wyoming,77.7,109.65,,,,
2016,yale,80.22,102.29,,,,
2016,youngstown state,79.41,46.34,,,,
2017,abilene christian,78.59,25.51,,,,
2017,air force,76.48,115.88,,,,
2017,akron,77.09,88.91,,,,
2017,alabama,93.76,323.87,,,,
2017,alabama a&m,75.54,21.83,,,,
2017,albany,76.84,20.4,,,,
2017,alcorn state,78.48,25.22,,,,
2017,appalachian state,79.14,116.78,,,,
2017,arizona,84.11,185.88,,,,
2017,arizona state,85.45,206.68,,,,
2017,arkansas,86.02,212.74,,,,
2017,arkansas state,78.76,114.91,,,,
2017,army,76.83,106.37,,,,
2017,auburn,89.34,255.92,,,,
2017,austin peay,75.55,88.84,,,,
2017,ball state,79.15,128.8,,,,
2017,baylor,84.6,193.36,,,,
2017,bethune-cookman,77.76,7.76,,,,
2017,boise state,83.11,167.43,,,,
2017,boston college,82.63,162.61,,,,
2017,bowling green,79.73,138.14,,,,
2017,brown,77.78,37.71,,,,
2017,buffalo,78.23,112.97,,,,
2017,byu,81.92,167.37,,,,
2017,cal poly,77.25,14.46,,,,
2017,california,84.01,159.53,,,,
2017,campbell,81.39,11.39,,,,
2017,central arkansas,77.63,7.63,,,,
2017,central michigan,79.09,127.4,,,,
2017,charleston southern,77.79,15.53,,,,
2017,charlotte,78.25,111.82,,,,
2017,chattanooga,77.54,60.61,,,,
2017,cincinnati,82.7,167.8,,,,
2017,clemson,92.1,238.91,,,,
2017,coastal carolina,76.46,96.51,,,,
2017,colgate,80.05,10.05,,,,
2017,colorado,85.21,203.78,,,,
2017,colorado state,81.15,158.09,,,,
2017,columbia,75.86,43.63,,,,
2017,cornell,76.6,32.15,,,,
2017,dartmouth,77.22,35.05,,,,
2017,dayton,75.36,10.68,,,,
2017,delaware,78.88,58.54,,,,
2017,delaware state,81.65,11.65,,,,
2017,duke,84.9,184.46,,,,
2017,east carolina,80.83,144.55,,,,
2017,east tennessee state,79.34,27.81,,,,
2017,east texas a&m,77.08,14.12,,,,
2017,eastern illinois,76.67,6.67,,,,
2017,eastern kentucky,78.3,73.32,,,,
2017,eastern michigan,76.97,100.97,,,,
2017,eastern washington,78.0,92.82,,,,
2017,elon,76.67,6.67,,,,
2017,fiu,81.03,137.75,,,,
2017,florida,89.11,251.23,,,,
2017,florida a&m,76.05,18.09,,,,
2017,florida atlantic,82.14,171.18,,,,
2017,florida state,91.1,292.88,,,,
2017,fordham,76.36,24.95,,,,
2017,fresno state,79.96,137.74,,,,
2017,furman,76.32,12.6,,,,
2017,gardner-webb,71.97,1.97,,,,
2017,georgia,92.27,301.6,,,,
2017,georgia southern,78.89,118.78,,,,
2017,georgia state,79.34,119.23,,,,
2017,georgia tech,83.89,184.4,,,,
2017,grand valley state,76.82,79.98,,,,
2017,harvard,78.89,99.16,,,,
2017,hawaii,79.27,133.96,,,,
2017,holy cross,80.26,30.54,,,,
2017,houston,82.38,160.34,,,,
2017,houston christian,78.72,34.26,,,,
2017,howard,79.33,27.75,,,,
2017,idaho,76.85,83.36,,,,
2017,idaho state,78.17,8.17,,,,
2017,illinois,83.71,185.24,,,,
2017,illinois state,76.86,54.55,,,,
2017,incarnate word,79.9,9.9,,,,
2017,indiana,83.19,167.99,,,,
2017,indiana state,76.24,24.61,,,,
2017,iowa,84.52,191.44,,,,
2017,iowa state,83.9,180.53,,,,
2017,jackson state,84.4,28.73,,,,
2017,jacksonville state,78.18,66.06,,,,
2017,james madison,78.26,67.71,,,,
2017,kansas,82.18,159.35,,,,
2017,kansas state,83.33,169.37,,,,
2017,kennesaw state,77.86,51.87,,,,
2017,kent state,77.04,94.88,,,,
2017,kentucky,86.04,207.73,,,,
2017,lafayette,77.02,40.25,,,,
2017,lamar,76.36,47.23,,,,
2017,lehigh,76.15,24.26,,,,
2017,liberty,80.21,40.17,,,,
2017,louisiana,78.52,104.33,,,,
2017,louisiana tech,79.6,121.72,,,,
2017,louisville,85.56,205.15,,,,
2017,lsu,91.05,287.66,,,,
2017,maine,75.14,10.24,,,,
2017,marist,76.67,6.67,,,,
2017,marshall,80.06,132.84,,,,
2017,maryland,86.86,230.17,,,,
2017,massachusetts,78.84,115.82,,,,
2017,mcneese,77.9,31.02,,,,
2017,memphis,81.87,177.6,,,,
2017,mercer,77.3,79.49,,,,
2017,miami (fl),88.68,248.67,,,,
2017,miami (oh),79.78,126.73,,,,
2017,michigan,91.2,296.03,,,,
2017,michigan state,84.9,203.65,,,,
2017,middle tennessee,80.02,128.1,,,,
2017,minnesota,83.24,171.42,,,,
2017,mississippi state,86.11,220.22,,,,
2017,missouri,84.59,187.71,,,,
2017,missouri state,78.15,32.02,,,,
2017,monmouth,78.32,40.88,,,,
2017,montana,77.42,48.96,,,,
2017,montana state,77.63,71.96,,,,
2017,morehead state,75.81,5.81,,,,
2017,morgan state,77.88,15.74,,,,
2017,murray state,75.5,10.99,,,,
2017,navy,78.0,131.73,,,,
2017,nc state,84.68,180.46,,,,
2017,nebraska,87.81,224.33,,,,
2017,nevada,78.8,125.03,,,,
2017,new hampshire,76.82,13.6,,,,
2017,new mexico,78.98,109.85,,,,
2017,new mexico state,76.64,94.57,,,,
2017,nicholls,76.67,6.67,,,,
2017,north alabama,76.67,13.29,,,,
2017,north carolina,86.43,207.81,,,,
2017,north carolina a&t,71.48,2.97,,,,
2017,north carolina central,76.76,26.67,,,,
2017,north dakota,76.61,53.96,,,,
2017,north dakota state,76.87,82.65,,,,
2017,north texas,78.79,111.16,,,,
2017,northern arizona,77.58,77.63,,,,
2017,northern colorado,77.35,47.94,,,,
2017,northern illinois,78.92,122.74,,,,
2017,northern iowa,78.99,26.77,,,,
2017,northwestern,85.04,182.07,,,,
2017,northwestern state,75.53,21.78,,,,
2017,notre dame,89.37,251.32,,,,
2017,ohio,78.81,120.83,,,,
2017,ohio state,94.59,312.14,,,,
2017,oklahoma,89.93,270.79,,,,
2017,oklahoma state,84.95,194.18,,,,
2017,old dominion,77.99,99.41,,,,
2017,ole miss,86.06,207.63,,,,
2017,oregon,87.24,230.04,,,,
2017,oregon state,83.85,181.32,,,,
2017,penn state,88.32,240.47,,,,
2017,pennsylvania,77.64,79.22,,,,
2017,pittsburgh,84.94,202.12,,,,
2017,portland state,76.57,37.83,,,,
2017,prairie view a&m,76.84,33.37,,,,
2017,princeton,79.74,56.04,,,,
2017,purdue,81.88,158.89,,,,
2017,rice,78.45,101.12,,,,
2017,richmond,77.63,22.7,,,,
2017,rutgers,83.71,189.01,,,,
2017,sacramento state,76.48,31.33,,,,
2017,sacred heart,72.97,5.92,,,,
2017,saint francis (pa),77.49,14.94,,,,
2017,sam houston,80.6,69.78,,,,
2017,samford,75.47,21.72,,,,
2017,san diego,76.67,6.67,,,,
2017,san diego state,81.25,149.69,,,,
2017,san jose state,78.89,122.11,,,,
2017,savannah state,78.67,49.86,,,,
2017,seton hall,74.0,4.0,,,,
2017,smu,81.13,140.4,,,,
2017,south alabama,78.82,110.24,,,,
2017,south carolina,87.14,227.58,,,,
2017,south carolina state,79.98,9.98,,,,
2017,south dakota,76.95,69.54,,,,
2017,south dakota state,77.14,70.87,,,,
2017,southeast missouri state,76.96,33.67,,,,
2017,southeastern louisiana,79.03,9.03,,,,
2017,southern,76.5,12.97,,,,
2017,southern illinois,77.64,79.79,,,,
2017,southern miss,80.87,152.71,,,,
2017,southern utah,76.61,56.45,,,,
2017,stanford,92.56,246.79,,,,
2017,stephen f. austin,77.73,56.96,,,,
2017,stetson,75.1,15.21,,,,
2017,stony brook,79.07,51.96,,,,
2017,syracuse,83.57,180.08,,,,
2017,tcu,85.18,210.03,,,,
2017,temple,78.76,108.13,,,,
2017,tennessee,87.24,237.21,,,,
2017,tennessee state,78.41,40.82,,,,
2017,tennessee tech,77.66,30.13,,,,
2017,texas,87.58,217.76,,,,
2017,texas a&m,87.93,248.58,,,,
2017,texas southern,77.92,51.76,,,,
2017,texas state,79.17,127.89,,,,
2017,texas tech,84.84,183.07,,,,
2017,the citadel,77.63,29.98,,,,
2017,toledo,80.82,146.6,,,,
2017,towson,76.21,18.5,,,,
2017,troy,79.29,123.9,,,,
2017,tulane,78.55,114.66,,,,
2017,tulsa,79.87,135.07,,,,
2017,uab,77.89,115.95,,,,
2017,uc davis,77.36,54.27,,,,
2017,ucf,83.36,178.34,,,,
2017,ucla,88.38,229.13,,,,
2017,uconn,79.39,121.64,,,,
2017,ul monroe,78.63,121.55,,,,
2017,unlv,78.75,109.9,,,,
2017,usc,91.93,297.1,,,,
2017,usf,81.65,150.65,,,,
2017,ut martin,76.64,49.44,,,,
2017,utah,86.04,205.78,,,,
2017,utah state,78.99,120.0,,,,
2017,utep,77.2,85.51,,,,
2017,utsa,80.81,151.48,,,,
2017,vanderbilt,83.4,167.42,,,,
2017,villanova,78.36,73.85,,,,
2017,virginia,83.13,172.5,,,,
2017,virginia military institute,76.81,6.81,,,,
2017,virginia tech,86.13,217.74,,,,
2017,wake forest,82.69,161.99,,,,
2017,washington,88.45,224.74,,,,
2017,washington state,83.63,186.45,,,,
2017,weber state,76.96,64.24,,,,
2017,west georgia,80.67,61.3,,,,
2017,west virginia,84.18,174.68,,,,
2017,western carolina,75.84,28.39,,,,
2017,western illinois,77.4,36.02,,,,
2017,western kentucky,79.7,138.03,,,,
2017,western michigan,79.79,129.94,,,,
2017,william & mary,78.16,39.61,,,,
2017,wisconsin,85.82,193.87,,,,
2017,wofford,75.87,17.5,,,,
2017,wyoming,78.83,122.05,,,,
2017,yale,80.19,95.54,,,,
2017,youngstown state,78.09,24.07,,,,
2018,abilene christian,70.97,0.97,,,,
2018,air force,77.89,115.6,,,,
2018,akron,79.15,108.81,,,,
2018,alabama,91.94,289.94,,,,
2018,alabama state,78.38,24.94,,,,
2018,alcorn state,79.69,38.0,,,,
2018,appalachian state,78.94,120.2,,,,
2018,arizona,84.83,178.03,,,,
2018,arizona state,85.8,207.06,,,,
2018,arkansas,86.21,196.17,,,,
2018,arkansas state,81.12,147.72,,,,
2018,army,77.68,118.69,,,,
2018,auburn,90.22,262.77,,,,
2018,austin peay,77.43,88.36,,,,
2018,ball state,78.6,115.57,,,,
2018,baylor,86.77,215.02,,,,
2018,bethune-cookman,78.48,16.91,,,,
2018,boise state,83.42,183.62,,,,
2018,boston college,83.65,172.47,,,,
2018,bowling green,80.79,143.76,,,,
2018,brown,76.41,6.41,,,,
2018,buffalo,77.76,81.31,,,,
2018,butler,81.15,11.15,,,,
2018,byu,81.35,160.52,,,,
2018,cal poly,75.97,5.97,,,,
2018,california,85.67,197.41,,,,
2018,campbell,78.85,26.31,,,,
2018,central arkansas,79.51,37.36,,,,
2018,central michigan,79.19,111.22,,,,
2018,charleston southern,85.0,15.0,,,,
2018,charlotte,78.77,120.43,,,,
2018,chattanooga,79.77,80.04,,,,
2018,cincinnati,84.43,192.64,,,,
2018,clemson,93.45,283.67,,,,
2018,coastal carolina,78.23,120.13,,,,
2018,colgate,76.98,6.98,,,,
2018,colorado,84.49,187.11,,,,
2018,colorado state,81.35,152.79,,,,
2018,columbia,78.73,42.38,,,,
2018,dartmouth,76.47,25.43,,,,
2018,delaware,77.98,7.98,,,,
2018,drake,70.97,0.97,,,,
2018,duke,85.74,176.85,,,,
2018,duquesne,78.31,16.59,,,,
2018,east carolina,81.09,147.43,,,,
2018,east tennessee state,78.53,8.53,,,,
2018,east texas a&m,83.58,27.1,,,,
2018,eastern illinois,73.97,3.97,,,,
2018,eastern kentucky,75.85,73.04,,,,
2018,eastern michigan,79.21,121.54,,,,
2018,eastern washington,76.36,75.03,,,,
2018,elon,77.56,15.09,,,,
2018,fiu,82.5,173.58,,,,
2018,florida,90.75,259.56,,,,
2018,florida a&m,79.03,9.03,,,,
2018,florida atlantic,83.04,163.9,,,,
2018,florida state,90.91,265.42,,,,
2018,fordham,79.17,27.25,,,,
2018,fresno state,80.18,141.73,,,,
2018,furman,77.11,34.46,,,,
2018,gardner-webb,81.63,23.2,,,,
2018,georgia,94.23,323.31,,,,
2018,georgia southern,80.41,147.26,,,,
2018,georgia state,80.23,140.45,,,,
2018,georgia tech,85.23,196.94,,,,
2018,grambling state,79.23,44.91,,,,
2018,grand valley state,75.57,27.19,,,,
2018,harvard,79.08,91.71,,,,
2018,hawaii,79.65,138.46,,,,
2018,holy cross,75.44,16.26,,,,
2018,houston,82.56,167.14,,,,
2018,houston christian,78.09,24.06,,,,
2018,howard,78.8,34.71,,,,
2018,idaho,76.64,90.2,,,,
2018,idaho state,75.47,21.73,,,,
2018,illinois,83.81,185.83,,,,
2018,illinois state,75.25,30.7,,,,
2018,incarnate word,79.59,19.12,,,,
2018,indiana,84.9,190.77,,,,
2018,indiana state,72.47,4.93,,,,
2018,iowa,85.61,203.34,,,,
2018,iowa state,84.81,185.19,,,,
2018,jackson state,85.75,31.44,,,,
2018,jacksonville,78.89,8.89,,,,
2018,jacksonville state,78.84,78.62,,,,
2018,james madison,78.35,32.8,,,,
2018,kansas,83.54,178.59,,,,
2018,kansas state,83.75,175.65,,,,
2018,kennesaw state,77.09,52.75,,,,
2018,kent state,79.47,127.72,,,,
2018,kentucky,86.11,206.91,,,,
2018,lafayette,80.09,20.12,,,,
2018,lamar,76.41,36.55,,,,
2018,lehigh,75.97,11.91,,,,
2018,liberty,79.19,80.33,,,,
2018,louisiana,80.01,124.91,,,,
2018,louisiana tech,82.2,162.18,,,,
2018,louisville,86.53,213.58,,,,
2018,lsu,90.11,254.38,,,,
2018,marshall,81.23,165.85,,,,
2018,maryland,86.98,218.34,,,,
2018,massachusetts,78.85,123.66,,,,
2018,mcneese,74.83,14.46,,,,
2018,memphis,81.56,157.28,,,,
2018,mercer,79.06,80.23,,,,
2018,miami (fl),90.99,280.87,,,,
2018,miami (oh),79.25,103.16,,,,
2018,michigan,88.75,230.56,,,,
2018,michigan state,87.0,214.3,,,,
2018,middle tennessee,79.75,125.31,,,,
2018,minnesota,86.22,206.66,,,,
2018,mississippi state,87.2,218.47,,,,
2018,mississippi valley state,79.53,9.53,,,,
2018,missouri,85.28,197.38,,,,
2018,missouri state,80.32,30.73,,,,
2018,monmouth,77.98,7.98,,,,
2018,montana,77.84,30.84,,,,
2018,montana state,79.83,95.13,,,,
2018,morehead state,75.8,5.8,,,,
2018,morgan state,78.95,8.95,,,,
2018,murray state,79.5,28.3,,,,
2018,navy,78.21,124.71,,,,
2018,nc state,86.58,220.57,,,,
2018,nebraska,87.65,228.64,,,,
2018,nevada,79.89,154.95,,,,
2018,new hampshire,77.98,7.98,,,,
2018,new mexico,77.95,110.31,,,,
2018,new mexico state,78.32,109.3,,,,
2018,north alabama,75.75,27.96,,,,
2018,north carolina,87.8,232.27,,,,
2018,north carolina a&t,79.56,19.1,,,,
2018,north dakota,76.2,30.23,,,,
2018,north dakota state,76.4,86.92,,,,
2018,north texas,79.87,126.6,,,,
2018,northern arizona,84.61,14.61,,,,
2018,northern illinois,80.59,141.69,,,,
2018,northern iowa,76.74,26.73,,,,
2018,northwestern,85.43,180.18,,,,
2018,northwestern state,78.09,24.05,,,,
2018,notre dame,90.05,268.86,,,,
2018,ohio,78.63,110.94,,,,
2018,ohio state,94.29,317.06,,,,
2018,oklahoma,90.95,276.62,,,,
2018,oklahoma state,86.52,209.93,,,,
2018,old dominion,78.2,108.27,,,,
2018,ole miss,86.56,211.49,,,,
2018,oregon,89.18,260.22,,,,
2018,oregon state,83.28,173.54,,,,
2018,penn state,91.7,285.92,,,,
2018,pennsylvania,79.87,57.03,,,,
2018,pittsburgh,85.84,193.19,,,,
2018,portland state,75.61,16.74,,,,
2018,prairie view a&m,81.45,22.85,,,,
2018,princeton,79.87,119.03,,,,
2018,purdue,84.69,188.31,,,,
2018,rhode island,82.15,12.15,,,,
2018,rice,78.68,120.42,,,,
2018,richmond,78.42,8.42,,,,
2018,rutgers,84.29,184.28,,,,
2018,sacramento state,78.39,33.19,,,,
2018,sacred heart,79.56,19.08,,,,
2018,sam houston,78.46,25.16,,,,
2018,samford,77.72,15.4,,,,
2018,san diego state,81.52,159.56,,,,
2018,san jose state,79.48,140.86,,,,
2018,savannah state,80.04,10.04,,,,
2018,smu,82.08,151.67,,,,
2018,south alabama,78.58,120.03,,,,
2018,south carolina,88.97,242.04,,,,
2018,south carolina state,73.97,3.97,,,,
2018,south dakota,73.57,17.69,,,,
2018,south dakota state,74.97,4.97,,,,
2018,southeast missouri state,78.02,8.02,,,,
2018,southeastern louisiana,81.11,11.11,,,,
2018,southern illinois,79.43,62.46,,,,
2018,southern miss,81.34,157.89,,,,
2018,southern utah,78.37,33.12,,,,
2018,stanford,87.65,205.28,,,,
2018,stephen f. austin,77.65,50.86,,,,
2018,stony brook,78.02,31.48,,,,
2018,syracuse,85.27,189.86,,,,
2018,tarleton state,82.67,12.67,,,,
2018,tcu,87.13,224.13,,,,
2018,temple,81.34,154.08,,,,
2018,tennessee,87.57,231.34,,,,
2018,tennessee state,78.82,34.68,,,,
2018,tennessee tech,79.19,60.57,,,,
2018,texas,92.16,300.06,,,,
2018,texas a&m,89.56,251.2,,,,
2018,texas southern,78.17,16.3,,,,
2018,texas state,79.02,124.24,,,,
2018,texas tech,83.76,169.87,,,,
2018,the citadel,82.29,24.53,,,,
2018,toledo,82.62,174.22,,,,
2018,towson,75.47,10.92,,,,
2018,troy,81.02,136.65,,,,
2018,tulane,82.66,173.75,,,,
2018,tulsa,80.36,137.25,,,,
2018,uab,79.82,125.49,,,,
2018,uc davis,78.01,39.09,,,,
2018,ucf,83.62,177.87,,,,
2018,ucla,87.32,237.77,,,,
2018,uconn,79.75,125.87,,,,
2018,ul monroe,78.76,116.57,,,,
2018,unlv,79.71,131.08,,,,
2018,usc,94.23,291.2,,,,
2018,usf,83.59,176.25,,,,
2018,ut martin,78.82,58.52,,,,
2018,utah,85.69,209.95,,,,
2018,utah state,79.09,123.61,,,,
2018,utah tech,77.98,7.98,,,,
2018,utep,77.15,105.24,,,,
2018,utsa,81.46,152.99,,,,
2018,vanderbilt,86.19,202.04,,,,
2018,villanova,78.48,16.91,,,,
2018,virginia,84.45,178.6,,,,
2018,virginia military institute,77.98,7.98,,,,
2018,virginia tech,87.46,226.01,,,,
2018,wagner,72.48,4.97,,,,
2018,wake forest,84.28,176.31,,,,
2018,washington,90.21,253.23,,,,
2018,washington state,84.48,194.84,,,,
2018,weber state,77.95,31.5,,,,
2018,west virginia,86.4,208.32,,,,
2018,western carolina,77.74,37.75,,,,
2018,western illinois,78.48,16.91,,,,
2018,western kentucky,81.49,154.77,,,,
2018,western michigan,82.88,163.69,,,,
2018,william & mary,81.15,11.15,,,,
2018,wisconsin,86.48,195.04,,,,
2018,wofford,74.97,4.97,,,,
2018,wyoming,78.01,106.96,,,,
2018,yale,78.93,110.5,,,,
2018,youngstown state,78.43,25.11,,,,
2019,abilene christian,79.44,28.13,,,,
2019,air force,78.15,132.94,,,,
2019,akron,79.59,131.35,,,,
2019,alabama,94.42,317.52,,,,
2019,alabama a&m,75.83,11.67,,,,
2019,alabama state,78.0,8.0,,,,
2019,albany,78.94,8.94,,,,
2019,alcorn state,80.83,21.6,,,,
2019,appalachian state,81.79,142.3,,,,
2019,arizona,85.09,186.44,,,,
2019,arizona state,87.03,222.71,,,,
2019,arkansas,88.87,240.33,,,,
2019,arkansas state,80.77,146.44,,,,
2019,arkansas-pine bluff,78.25,16.46,,,,
2019,army,80.48,136.28,,,,
2019,auburn,91.35,272.96,,,,
2019,austin peay,78.12,46.33,,,,
2019,ball state,80.1,123.81,,,,
2019,baylor,86.31,206.68,,,,
2019,bethune-cookman,81.56,11.56,,,,
2019,boise state,85.42,186.98,,,,
2019,boston college,85.49,181.12,,,,
2019,bowling green,78.9,113.57,,,,
2019,bucknell,77.63,22.69,,,,
2019,buffalo,80.09,140.31,,,,
2019,byu,82.52,160.34,,,,
2019,cal poly,78.85,34.88,,,,
2019,california,86.01,200.89,,,,
2019,central arkansas,79.19,107.38,,,,
2019,central michigan,80.2,139.37,,,,
2019,charleston southern,79.06,9.06,,,,
2019,charlotte,79.53,113.83,,,,
2019,chattanooga,78.98,35.33,,,,
2019,cincinnati,84.88,177.82,,,,
2019,clemson,89.98,276.49,,,,
2019,coastal carolina,78.83,130.25,,,,
2019,colgate,74.37,13.1,,,,
2019,colorado,85.29,199.29,,,,
2019,colorado state,82.39,157.23,,,,
2019,dartmouth,81.4,55.46,,,,
2019,delaware,79.11,35.69,,,,
2019,duke,85.76,195.87,,,,
2019,duquesne,77.56,7.56,,,,
2019,east carolina,82.87,162.31,,,,
2019,east tennessee state,81.88,46.74,,,,
2019,eastern illinois,79.54,37.8,,,,
2019,eastern kentucky,76.83,90.58,,,,
2019,eastern michigan,78.35,119.17,,,,
2019,eastern washington,78.72,94.98,,,,
2019,elon,78.08,16.14,,,,
2019,fiu,82.81,158.72,,,,
2019,florida,90.77,278.06,,,,
2019,florida a&m,84.2,42.28,,,,
2019,florida atlantic,83.13,182.77,,,,
2019,florida state,89.32,245.78,,,,
2019,fordham,78.29,32.6,,,,
2019,fresno state,82.24,158.24,,,,
2019,furman,78.88,34.8,,,,
2019,gardner-webb,78.72,17.41,,,,
2019,georgetown,79.39,45.69,,,,
2019,georgia,93.45,309.48,,,,
2019,georgia southern,79.59,125.87,,,,
2019,georgia state,80.56,141.55,,,,
2019,georgia tech,85.88,192.41,,,,
2019,grambling state,80.67,10.67,,,,
2019,grand valley state,77.17,41.78,,,,
2019,hampton,81.0,11.0,,,,
2019,harvard,80.75,123.37,,,,
2019,hawaii,80.19,130.23,,,,
2019,holy cross,79.05,51.97,,,,
2019,houston,84.3,168.66,,,,
2019,houston christian,77.03,47.69,,,,
2019,howard,78.89,43.26,,,,
2019,idaho,78.51,99.37,,,,
2019,idaho state,79.78,79.6,,,,
2019,illinois,86.46,186.83,,,,
2019,illinois state,78.49,69.63,,,,
2019,incarnate word,73.24,43.73,,,,
2019,indiana,86.09,206.27,,,,
2019,indiana state,78.25,32.43,,,,
2019,iowa,85.75,201.04,,,,
2019,iowa state,85.66,196.56,,,,
2019,jacksonville state,81.94,79.32,,,,
2019,james madison,80.61,70.21,,,,
2019,kansas,84.25,175.94,,,,
2019,kansas state,84.27,180.78,,,,
2019,kennesaw state,79.4,69.27,,,,
2019,kent state,80.21,139.26,,,,
2019,kentucky,86.92,207.7,,,,
2019,lafayette,80.89,21.73,,,,
2019,lamar,79.14,35.87,,,,
2019,liberty,81.0,109.24,,,,
2019,louisiana,82.05,162.17,,,,
2019,louisiana tech,82.77,159.28,,,,
2019,louisville,85.3,169.47,,,,
2019,lsu,90.95,284.94,,,,
2019,maine,81.26,22.48,,,,
2019,marshall,81.76,168.35,,,,
2019,maryland,86.01,195.18,,,,
2019,massachusetts,80.33,131.18,,,,
2019,mcneese,80.17,40.02,,,,
2019,memphis,84.06,176.87,,,,
2019,mercer,78.84,92.77,,,,
2019,miami (fl),88.34,224.82,,,,
2019,miami (oh),80.88,153.48,,,,
2019,michigan,90.98,278.08,,,,
2019,michigan state,87.79,221.18,,,,
2019,middle tennessee,81.89,158.39,,,,
2019,minnesota,86.14,198.47,,,,
2019,mississippi state,88.6,238.93,,,,
2019,mississippi valley state,79.06,9.06,,,,
2019,missouri,86.55,205.62,,,,
2019,missouri state,80.72,21.4,,,,
2019,monmouth,82.0,12.0,,,,
2019,montana,79.6,70.0,,,,
2019,montana state,79.11,67.08,,,,
2019,morgan state,81.17,22.28,,,,
2019,murray state,81.33,55.02,,,,
2019,navy,78.87,127.73,,,,
2019,nc state,87.05,221.2,,,,
2019,nebraska,88.82,247.92,,,,
2019,nevada,81.91,150.97,,,,
2019,new hampshire,77.97,38.75,,,,
2019,new mexico,79.57,126.64,,,,
2019,new mexico state,79.3,126.08,,,,
2019,nicholls,80.03,48.78,,,,
2019,north alabama,72.0,4.0,,,,
2019,north carolina,86.54,221.53,,,,
2019,north carolina a&t,80.48,59.84,,,,
2019,north carolina central,82.71,25.35,,,,
2019,north dakota,79.28,27.56,,,,
2019,north dakota state,79.07,87.13,,,,
2019,north texas,83.15,162.68,,,,
2019,northern arizona,79.77,84.56,,,,
2019,northern colorado,77.0,27.53,,,,
2019,northern illinois,80.86,135.07,,,,
2019,northern iowa,83.1,74.73,,,,
2019,northwestern,86.35,192.16,,,,
2019,northwestern state,79.86,19.66,,,,
2019,notre dame,90.78,259.59,,,,
2019,ohio,81.12,139.29,,,,
2019,ohio state,92.02,262.3,,,,
2019,oklahoma,91.42,280.74,,,,
2019,oklahoma state,86.16,206.55,,,,
2019,old dominion,79.24,129.16,,,,
2019,ole miss,87.97,240.84,,,,
2019,oregon,90.85,279.44,,,,
2019,oregon state,84.83,189.89,,,,
2019,penn state,91.25,272.68,,,,
2019,pennsylvania,80.69,61.47,,,,
2019,pittsburgh,85.27,187.05,,,,
2019,portland state,79.42,134.42,,,,
2019,prairie view a&m,80.04,39.46,,,,
2019,princeton,80.42,115.48,,,,
2019,purdue,86.96,228.17,,,,
2019,rhode island,80.06,20.06,,,,
2019,rice,79.27,132.46,,,,
2019,richmond,81.93,35.47,,,,
2019,rutgers,84.68,178.18,,,,
2019,sacramento state,79.89,29.44,,,,
2019,saint francis (pa),80.06,10.06,,,,
2019,sam houston,82.47,48.93,,,,
2019,samford,79.5,18.94,,,,
2019,san diego,77.0,27.48,,,,
