year,team,ranking_type,avg,points
2022,Eastern Kentucky,recruiting,89.26,19.26
2022,Gardner-Webb,recruiting,88.04,18.04
2022,Texas Southern,recruiting,87.37,17.37
2022,East Tennessee State,recruiting,86.89,16.89
2022,Holy Cross,recruiting,85.85,15.85
2022,Northwestern State,recruiting,85.78,15.78
2022,North Alabama,recruiting,85.17,15.17
2022,East Texas A&M,recruiting,84.33,14.33
2022,Tennessee Tech,recruiting,84.17,14.17
2022,Howard,recruiting,84.17,14.17
2022,Eastern Washington,recruiting,83.67,13.67
2022,Western Illinois,recruiting,83.0,13.0
2022,UC Davis,recruiting,82.81,12.81
2022,Sacramento State,recruiting,82.67,12.67
2022,Monmouth,recruiting,82.67,12.67
2022,Lehigh,recruiting,82.56,12.56
2022,Pennsylvania,recruiting,82.28,12.28
2022,Bethune-Cookman,recruiting,82.28,12.28
2022,Villanova,recruiting,82.17,12.17
2022,Furman,recruiting,82.17,12.17
2022,Weber State,recruiting,82.17,12.17
2022,Southeast Missouri State,recruiting,81.67,11.67
2022,Lamar,recruiting,81.67,11.67
2022,LIU,recruiting,81.56,11.56
2022,Utah Tech,recruiting,81.33,11.33
2022,North Carolina Central,recruiting,81.17,11.17
2022,Alabama A&M,recruiting,81.17,11.17
2022,North Carolina A&T,recruiting,81.17,11.17
2022,Rhode Island,recruiting,80.67,10.67
2022,UT Martin,recruiting,80.44,10.44
2022,Towson,recruiting,80.06,10.06
2022,The Citadel,recruiting,79.89,9.89
2022,Stephen F. Austin,recruiting,79.44,9.44
2022,Bucknell,recruiting,78.83,8.83
2022,Montana State,recruiting,78.33,8.33
2022,Texas A&M,overall,94.9,333.33
2022,Alabama,overall,95.12,327.13
2022,Georgia,overall,93.01,318.34
2022,Ohio State,overall,93.89,304.34
2022,Texas,overall,91.14,299.2
2022,USC,overall,90.68,286.32
2022,LSU,overall,89.95,281.92
2022,Penn State,overall,90.87,279.71
2022,Notre Dame,overall,91.71,279.34
2022,Oklahoma,overall,90.25,274.35
2022,North Carolina,overall,90.77,269.81
2022,Michigan,overall,90.35,268.91
2022,Miami,overall,89.89,265.54
2022,Clemson,overall,89.36,261.72
2022,Ole Miss,overall,88.75,259.08
2022,Oregon,overall,89.65,258.41
2022,Florida,overall,89.12,254.13
2022,Missouri,overall,88.44,253.45
2022,Florida State,overall,88.56,252.03
2022,Kentucky,overall,88.91,251.43
2022,Auburn,overall,89.0,240.22
2022,Arkansas,overall,88.36,239.81
2022,Tennessee,overall,87.9,237.65
2022,South Carolina,overall,88.29,236.72
2022,Arizona,overall,87.01,233.87
2022,Michigan State,overall,87.96,232.73
2022,Stanford,overall,88.17,232.15
2022,TCU,overall,87.41,230.5
2022,UCLA,overall,88.71,229.41
2022,Indiana,overall,86.5,229.01
2022,Mississippi State,overall,88.03,226.26
2022,Nebraska,overall,86.71,225.92
2022,Rutgers,overall,87.15,223.7
2022,Louisville,overall,86.99,221.24
2022,Oklahoma State,overall,87.31,220.91
2022,UCF,overall,87.55,219.42
2022,Utah,overall,87.47,219.19
2022,Maryland,overall,87.01,218.66
2022,Iowa,overall,88.0,217.09
2022,Baylor,overall,87.44,215.9
2022,Wisconsin,overall,87.14,215.87
2022,West Virginia,overall,86.69,215.63
2022,Virginia Tech,overall,86.55,213.79
2022,Georgia Tech,overall,86.63,213.59
2022,Vanderbilt,overall,86.59,213.42
2022,Texas Tech,overall,86.11,213.12
2022,Purdue,overall,86.5,212.78
2022,Cincinnati,overall,86.84,211.57
2022,SMU,overall,86.11,207.76
2022,Iowa State,overall,86.38,207.54
2022,Boston College,overall,86.28,204.73
2022,Minnesota,overall,86.07,204.44
2022,Houston,overall,86.12,203.48
2022,California,overall,86.75,199.95
2022,Arizona State,overall,85.68,199.74
2022,Northwestern,overall,85.99,199.26
2022,BYU,overall,84.93,198.45
2022,Colorado,overall,85.42,195.39
2022,Washington,overall,86.69,195.05
2022,Washington State,overall,84.93,194.42
2022,Duke,overall,85.91,193.78
2022,Kansas State,overall,85.4,193.44
2022,Illinois,overall,85.26,193.19
2022,Virginia,overall,85.48,191.35
2022,Syracuse,overall,85.27,190.77
2022,Memphis,overall,84.83,189.79
2022,Kansas,overall,85.31,188.82
2022,Boise State,overall,84.96,188.73
2022,Oregon State,overall,86.22,188.49
2022,Pittsburgh,overall,87.01,187.06
2022,Fresno State,overall,83.72,185.31
2022,NC State,overall,87.45,184.45
2022,South Florida,overall,83.68,182.47
2022,UTSA,overall,84.65,180.07
2022,Marshall,overall,83.68,179.66
2022,Tulane,overall,84.35,177.64
2022,Jackson State,overall,85.31,176.82
2022,San Diego State,overall,84.56,176.77
2022,Wake Forest,overall,85.98,175.81
2022,Arkansas State,overall,84.07,173.7
2022,Colorado State,overall,83.93,171.62
2022,Buffalo,overall,83.17,171.5
2022,Southern Miss,overall,83.32,170.97
2022,Utah State,overall,83.04,170.68
2022,San Jose State,overall,83.59,169.79
2022,East Carolina,overall,82.49,167.08
2022,Temple,overall,83.94,166.67
2022,Coastal Carolina,overall,83.39,165.67
2022,Miami (OH),overall,83.59,164.8
2022,Western Kentucky,overall,82.91,163.22
2022,South Alabama,overall,82.29,161.14
2022,Liberty,overall,83.58,161.03
2022,Louisiana Tech,overall,83.69,157.46
2022,Appalachian State,overall,83.55,155.51
2022,UAB,overall,82.6,153.88
2022,Toledo,overall,83.26,153.58
2022,New Mexico State,overall,81.92,153.04
2022,FIU,overall,82.02,151.73
2022,Central Michigan,overall,82.38,150.27
2022,UNLV,overall,83.84,148.77
2022,UMass,overall,81.21,148.68
2022,Kent State,overall,81.53,145.01
2022,Northern Illinois,overall,81.42,143.39
2022,Akron,overall,82.54,141.43
2022,Florida Atlantic,overall,82.41,140.49
2022,Sam Houston,overall,82.93,140.41
2022,Charlotte,overall,83.06,140.17
2022,Wyoming,overall,81.68,139.77
2022,Ball State,overall,81.21,139.42
2022,Middle Tennessee,overall,83.63,139.38
2022,Tulsa,overall,82.64,137.61
2022,North Texas,overall,81.96,135.64
2022,UConn,overall,82.78,132.28
2022,Georgia Southern,overall,83.21,129.34
2022,New Mexico,overall,80.24,128.5
2022,Rice,overall,83.11,128.47
2022,Georgia State,overall,81.4,126.81
2022,Hawaii,overall,82.18,126.75
2022,Campbell,overall,84.47,126.38
2022,Old Dominion,overall,82.52,123.58
2022,Nevada,overall,82.96,121.89
2022,Western Michigan,overall,82.05,119.04
2022,Bowling Green,overall,81.89,117.52
2022,Louisiana,overall,84.47,115.71
2022,Grambling State,overall,84.16,114.82
2022,Eastern Michigan,overall,82.68,110.57
2022,Air Force,overall,81.76,110.12
2022,Texas State,overall,81.17,109.61
2022,Central Arkansas,overall,82.45,109.33
2022,UTEP,overall,80.31,96.0
2022,Western Carolina,overall,82.12,88.26
2022,Southern Illinois,overall,80.48,84.26
2022,Florida A&M,overall,80.6,77.78
2022,Troy,overall,81.75,77.16
2022,Missouri State,overall,81.05,72.4
2022,Ohio,overall,83.14,63.63
2022,Louisiana-Monroe,overall,80.47,60.07
2022,Murray State,overall,84.38,56.42
2022,Princeton,overall,84.35,56.25
2022,Northwestern State,overall,82.69,49.97
2022,Abilene Christian,overall,82.66,49.7
2022,Northern Iowa,overall,82.49,49.01
2022,Alabama State,overall,82.25,48.18
2022,North Dakota State,overall,85.65,46.49
2022,Harvard,overall,85.48,46.06
2022,Grand Valley State,overall,81.6,45.59
2022,Southeastern Louisiana,overall,85.31,45.52
2022,Eastern Kentucky,overall,85.09,44.86
2022,Northern Arizona,overall,81.39,44.7
2022,Alabama A&M,overall,80.79,42.31
2022,Navy,overall,80.56,41.48
2022,Portland State,overall,83.64,40.62
2022,Jacksonville State,overall,83.49,40.1
2022,Mercer,overall,83.22,39.38
2022,Idaho,overall,83.12,39.04
2022,Army,overall,79.75,38.31
2022,Professional,overall,88.0,35.9
2022,Richmond,overall,80.78,32.06
2022,Georgetown,overall,80.59,31.52
2022,Youngstown State,overall,85.46,30.85
2022,Austin Peay,overall,85.34,30.6
2022,Stephen F. Austin,overall,79.81,29.17
2022,Tennessee Tech,overall,84.58,29.08
2022,South Carolina State,overall,84.53,28.97
2022,Yale,overall,84.42,28.75
2022,Tarleton State,overall,83.5,26.92
2022,East Tennessee State,overall,83.44,26.83
2022,Utah Tech,overall,82.67,25.26
2022,Eastern Illinois,overall,82.5,24.93
2022,Lamar,overall,82.33,24.59
2022,Sacramento State,overall,82.33,24.59
2022,East Texas A&M,overall,82.17,24.27
2022,Villanova,overall,82.08,24.09
2022,Towson,overall,82.03,23.99
2022,Chattanooga,overall,81.86,23.66
2022,Illinois State,overall,81.5,22.93
2022,McNeese,overall,81.0,21.94
2022,James Madison,overall,81.0,21.94
2022,UT Martin,overall,80.72,21.38
2022,North Carolina Central,overall,80.58,21.11
2022,Alcorn State,overall,80.5,20.94
2022,The Citadel,overall,80.44,20.83
2022,North Carolina A&T,overall,80.08,20.11
2022,Gardner-Webb,overall,88.04,18.04
2022,Texas Southern,overall,87.37,17.37
2022,Albany,overall,87.0,17.0
2022,South Dakota,overall,87.0,17.0
2022,Holy Cross,overall,85.85,15.85
2022,North Alabama,overall,85.17,15.17
2022,South Dakota State,overall,85.0,15.0
2022,Howard,overall,84.17,14.17
2022,Southern,overall,84.0,14.0
2022,Southern Utah,overall,84.0,14.0
2022,Eastern Washington,overall,83.67,13.67
2022,Western Illinois,overall,83.0,13.0
2022,UC Davis,overall,82.81,12.81
2022,Monmouth,overall,82.67,12.67
2022,Lehigh,overall,82.56,12.56
2022,Bethune-Cookman,overall,82.28,12.28
2022,Pennsylvania,overall,82.28,12.28
2022,Furman,overall,82.17,12.17
2022,Weber State,overall,82.17,12.17
2022,Norfolk State,overall,82.0,12.0
2022,Southeast Missouri State,overall,81.67,11.67
2022,LIU,overall,81.56,11.56
2022,Rhode Island,overall,80.67,10.67
2022,Samford,overall,80.0,10.0
2022,Merrimack,overall,80.0,10.0
2022,Montana,overall,80.0,10.0
2022,Delaware,overall,79.0,9.0
2022,Mississippi Valley State,overall,79.0,9.0
2022,Incarnate Word,overall,79.0,9.0
2022,Wagner,overall,79.0,9.0
2022,Stony Brook,overall,79.0,9.0
2022,Duquesne,overall,79.0,9.0
2022,San Diego,overall,79.0,9.0
2022,Bucknell,overall,78.83,8.83
2022,Montana State,overall,78.33,8.33
2022,Elon,overall,76.0,6.0
2022,USC,transfer,90.0,95.99
2022,Ole Miss,transfer,88.71,84.91
2022,LSU,transfer,88.27,73.8
2022,Oklahoma,transfer,88.15,61.86
2022,Texas,transfer,91.0,60.5
2022,Alabama,transfer,94.4,60.24
2022,Nebraska,transfer,86.29,59.38
2022,UCLA,transfer,88.42,58.26
2022,South Carolina,transfer,89.44,58.09
2022,Florida State,transfer,87.17,55.8
2022,Arkansas,transfer,90.43,54.68
2022,Miami,transfer,88.0,54.62
2022,TCU,transfer,86.79,54.58
2022,SMU,transfer,86.25,53.26
2022,UCF,transfer,88.33,51.35
2022,Louisville,transfer,88.11,50.34
2022,Arizona State,transfer,86.07,49.5
2022,Missouri,transfer,86.5,48.41
2022,Georgia Tech,transfer,86.45,46.31
2022,Florida,transfer,89.83,45.99
2022,Michigan State,transfer,89.0,45.89
2022,Kansas,transfer,85.83,44.68
2022,Oregon,transfer,87.25,43.34
2022,Washington,transfer,87.38,42.03
2022,Texas Tech,transfer,84.91,40.23
2022,Auburn,transfer,87.86,39.9
2022,Arizona,transfer,86.38,39.1
2022,Kentucky,transfer,88.17,38.8
2022,Indiana,transfer,84.09,38.62
2022,Rutgers,transfer,87.0,37.42
2022,South Florida,transfer,82.85,34.02
2022,West Virginia,transfer,86.29,33.79
2022,Kansas State,transfer,86.0,33.52
2022,Syracuse,transfer,85.14,31.94
2022,Wisconsin,transfer,85.83,31.91
2022,Mississippi State,transfer,87.8,31.48
2022,Southern Miss,transfer,84.1,30.96
2022,Fresno State,transfer,86.5,30.89
2022,Cincinnati,transfer,87.2,30.83
2022,Minnesota,transfer,85.83,30.56
2022,North Carolina,transfer,87.4,30.4
2022,Houston,transfer,85.5,30.34
2022,South Alabama,transfer,82.4,29.91
2022,Buffalo,transfer,83.4,29.59
2022,BYU,transfer,88.25,29.33
2022,Tennessee,transfer,87.0,28.94
2022,Virginia,transfer,86.8,28.55
2022,Washington State,transfer,88.25,28.45
2022,Pittsburgh,transfer,88.25,27.95
2022,UMass,transfer,81.54,27.92
2022,California,transfer,88.0,27.62
2022,Temple,transfer,83.88,27.56
2022,Jackson State,transfer,82.6,26.86
2022,Utah State,transfer,84.83,26.84
2022,Michigan,transfer,90.0,26.44
2022,Utah,transfer,87.5,26.16
2022,Memphis,transfer,86.0,26.11
2022,New Mexico State,transfer,86.0,25.21
2022,East Carolina,transfer,81.63,24.93
2022,Akron,transfer,82.63,24.88
2022,Boise State,transfer,87.25,24.51
2022,Liberty,transfer,83.29,24.38
2022,Purdue,transfer,85.6,23.96
2022,Western Kentucky,transfer,83.29,23.93
2022,Colorado State,transfer,83.14,23.77
2022,Vanderbilt,transfer,85.2,23.74
2022,Marshall,transfer,83.14,22.81
2022,Virginia Tech,transfer,86.25,22.76
2022,Tulane,transfer,84.8,22.59
2022,Florida Atlantic,transfer,83.5,22.26
2022,San Jose State,transfer,84.6,21.43
2022,FIU,transfer,82.14,21.19
2022,UTSA,transfer,84.5,20.13
2022,Ohio State,transfer,91.0,20.05
2022,Notre Dame,transfer,90.5,19.28
2022,Texas State,transfer,81.57,19.03
2022,Sam Houston,transfer,81.67,18.72
2022,Baylor,transfer,90.0,18.04
2022,Colorado,transfer,84.0,18.01
2022,Miami (OH),transfer,84.5,17.84
2022,North Texas,transfer,82.17,17.74
2022,Hawaii,transfer,83.0,16.62
2022,Penn State,transfer,89.0,16.22
2022,UNLV,transfer,83.5,16.05
2022,Toledo,transfer,83.5,15.94
2022,Middle Tennessee,transfer,83.0,15.43
2022,Southern Illinois,transfer,79.86,15.35
2022,Duke,transfer,85.0,15.26
2022,Oklahoma State,transfer,85.33,15.2
2022,Charlotte,transfer,84.67,14.62
2022,Tulsa,transfer,84.67,14.62
2022,Professional,transfer,88.0,14.61
2022,Alabama State,transfer,82.25,14.59
2022,Arkansas State,transfer,82.75,14.28
2022,San Diego State,transfer,84.0,13.76
2022,Louisiana Tech,transfer,82.0,13.41
2022,Rice,transfer,84.0,13.36
2022,Northwestern,transfer,82.0,13.33
2022,Florida A&M,transfer,80.4,13.11
2022,Maryland,transfer,86.0,12.77
2022,Illinois,transfer,83.67,12.7
2022,Missouri State,transfer,80.0,12.43
2022,Eastern Michigan,transfer,81.25,12.41
2022,NC State,transfer,86.5,12.24
2022,Kent State,transfer,81.25,12.21
2022,UAB,transfer,86.0,11.62
2022,UConn,transfer,82.33,11.36
2022,Northwestern State,transfer,81.67,11.35
2022,Texas A&M,transfer,92.0,11.21
2022,Wake Forest,transfer,85.0,11.01
2022,Boston College,transfer,85.0,10.61
2022,Iowa State,transfer,84.5,10.2
2022,Appalachian State,transfer,84.0,9.84
2022,Alabama A&M,transfer,80.67,9.0
2022,Tarleton State,transfer,83.5,8.66
2022,Ball State,transfer,83.5,8.66
2022,Grambling State,transfer,82.5,8.49
2022,Nevada,transfer,89.0,8.45
2022,Stanford,transfer,89.0,8.45
2022,Independence C.C.,transfer,83.0,8.25
2022,Eastern Kentucky,transfer,83.0,8.15
2022,Georgia Southern,transfer,82.5,7.89
2022,Eastern Illinois,transfer,82.5,7.89
2022,Central Arkansas,transfer,79.0,7.71
2022,New Mexico,transfer,82.0,7.38
2022,Northern Iowa,transfer,81.5,7.06
2022,Central Michigan,transfer,81.0,6.98
2022,Illinois State,transfer,81.5,6.93
2022,South Dakota,transfer,87.0,6.78
2022,Portland State,transfer,87.0,6.78
2022,Iowa,transfer,87.0,6.78
2022,Albany,transfer,87.0,6.78
2022,McNeese,transfer,81.0,6.76
2022,James Madison,transfer,81.0,6.61
2022,Navarro College,transfer,81.0,6.53
2022,Wyoming,transfer,80.5,6.31
2022,Bowling Green,transfer,80.5,6.21
2022,Alcorn State,transfer,80.5,6.21
2022,Oregon State,transfer,86.0,6.05
2022,Stephen F. Austin,transfer,80.0,5.91
2022,Jacksonville State,transfer,85.0,5.4
2022,Tennessee Tech,transfer,85.0,5.4
2022,South Dakota State,transfer,85.0,5.4
2022,Towson,transfer,84.0,4.83
2022,Troy,transfer,84.0,4.83
2022,Southern,transfer,84.0,4.83
2022,Southern Utah,transfer,84.0,4.83
2022,Utah Tech,transfer,84.0,4.83
2022,Lamar,transfer,83.0,4.32
2022,Northern Arizona,transfer,83.0,4.32
2022,Richmond,transfer,83.0,4.32
2022,Norfolk State,transfer,82.0,3.87
2022,Sacramento State,transfer,82.0,3.87
2022,Louisiana-Monroe,transfer,82.0,3.87
2022,Villanova,transfer,82.0,3.87
2022,Idaho,transfer,82.0,3.87
2022,Cisco College,transfer,82.0,3.87
2022,The Citadel,transfer,81.0,3.47
2022,Ohio,transfer,81.0,3.47
2022,Southwest Mississippi C.C.,transfer,81.0,3.47
2022,UT Martin,transfer,81.0,3.47
2022,Montana,transfer,80.0,3.11
2022,East Tennessee State,transfer,80.0,3.11
2022,Grand Valley State,transfer,80.0,3.11
2022,Samford,transfer,80.0,3.11
2022,Western New Mexico,transfer,80.0,3.11
2022,East Texas A&M,transfer,80.0,3.11
2022,Merrimack,transfer,80.0,3.11
2022,Tiffin,transfer,80.0,3.11
2022,Northern Illinois,transfer,80.0,3.11
2022,St. Thomas,transfer,80.0,3.11
2022,North Carolina Central,transfer,80.0,3.11
2022,Clemson,transfer,80.0,3.11
2022,Old Dominion,transfer,80.0,3.11
2022,Abilene Christian,transfer,80.0,3.11
2022,Elizabeth City State,transfer,79.0,2.77
2022,UTEP,transfer,79.0,2.77
2022,Wagner,transfer,79.0,2.77
2022,Duquesne,transfer,79.0,2.77
2022,Trinity Valley C.C.,transfer,79.0,2.77
2022,Southern Arkansas,transfer,79.0,2.77
2022,Incarnate Word,transfer,79.0,2.77
2022,Stony Brook,transfer,79.0,2.77
2022,Georgia State,transfer,79.0,2.77
2022,North Carolina A&T,transfer,79.0,2.77
2022,San Diego,transfer,79.0,2.77
2022,Snow College,transfer,79.0,2.77
2022,Delaware,transfer,79.0,2.77
2022,Mississippi Valley State,transfer,79.0,2.77
2022,Mercer,transfer,78.0,2.45
2022,Elon,transfer,76.0,1.84
2023,Alabama,recruiting,94.88,328.0
2023,Georgia,recruiting,94.06,315.67
2023,Texas,recruiting,92.96,306.31
2023,Ohio State,recruiting,93.44,290.72
2023,Oklahoma,recruiting,91.47,289.03
2023,LSU,recruiting,91.83,288.7
2023,Miami,recruiting,91.59,285.13
2023,USC,recruiting,91.67,280.44
2023,Oregon,recruiting,90.9,278.44
2023,Tennessee,recruiting,90.99,276.4
2023,Clemson,recruiting,90.78,273.39
2023,Notre Dame,recruiting,91.77,272.74
2023,Florida,recruiting,91.41,271.43
2023,Penn State,recruiting,91.14,270.1
2023,Texas A&M,recruiting,91.6,268.85
2023,South Carolina,recruiting,89.81,256.14
2023,Michigan,recruiting,89.09,245.13
2023,Auburn,recruiting,89.36,242.9
2023,Florida State,recruiting,89.61,239.37
2023,TCU,recruiting,88.7,235.07
2023,Utah,recruiting,88.69,234.58
2023,Michigan State,recruiting,88.79,229.39
2023,Arkansas,recruiting,88.48,229.38
2023,Ole Miss,recruiting,89.9,227.96
2023,Nebraska,recruiting,87.26,224.12
2023,Washington,recruiting,88.17,223.92
2023,Mississippi State,recruiting,87.48,223.06
2023,Texas Tech,recruiting,87.67,222.02
2023,Louisville,recruiting,89.21,221.44
2023,North Carolina,recruiting,87.69,220.03
2023,Colorado,recruiting,87.69,219.75
2023,Missouri,recruiting,87.58,213.63
2023,Kentucky,recruiting,87.89,212.42
2023,Kansas State,recruiting,86.54,212.31
2023,Baylor,recruiting,87.48,210.79
2023,Maryland,recruiting,86.37,206.46
2023,Illinois,recruiting,86.08,206.29
2023,UCLA,recruiting,88.83,206.15
2023,Virginia Tech,recruiting,86.44,205.58
2023,Iowa State,recruiting,86.56,204.94
2023,Arizona,recruiting,85.77,204.94
2023,Iowa,recruiting,86.79,204.36
2023,NC State,recruiting,87.49,204.08
2023,Stanford,recruiting,87.01,203.62
2023,Arizona State,recruiting,86.58,201.23
2023,Minnesota,recruiting,86.66,201.22
2023,Northwestern,recruiting,86.95,200.11
2023,West Virginia,recruiting,86.61,199.09
2023,Oregon State,recruiting,85.88,198.72
2023,UCF,recruiting,87.79,196.98
2023,Houston,recruiting,86.32,196.36
2023,Pittsburgh,recruiting,86.66,196.32
2023,Vanderbilt,recruiting,85.94,195.39
2023,Oklahoma State,recruiting,85.69,194.4
2023,Wake Forest,recruiting,85.94,193.23
2023,Duke,recruiting,85.64,191.8
2023,Rutgers,recruiting,85.88,190.36
2023,BYU,recruiting,85.28,188.74
2023,Wisconsin,recruiting,87.32,188.21
2023,UTSA,recruiting,85.06,187.6
2023,Georgia Tech,recruiting,85.78,186.74
2023,Memphis,recruiting,84.38,186.18
2023,Boston College,recruiting,86.12,185.3
2023,Washington State,recruiting,84.96,184.96
2023,Virginia,recruiting,85.4,180.69
2023,East Carolina,recruiting,84.7,180.54
2023,Boise State,recruiting,84.43,179.7
2023,Colorado State,recruiting,83.9,179.33
2023,Indiana,recruiting,86.35,177.6
2023,Purdue,recruiting,86.25,175.09
2023,Tulane,recruiting,84.2,172.87
2023,SMU,recruiting,85.35,171.15
2023,San Diego State,recruiting,83.82,170.84
2023,Kansas,recruiting,86.17,169.88
2023,Arkansas State,recruiting,83.49,168.45
2023,Cincinnati,recruiting,87.29,167.89
2023,Syracuse,recruiting,84.59,165.78
2023,South Florida,recruiting,84.91,165.19
2023,Florida Atlantic,recruiting,83.77,164.83
2023,Fresno State,recruiting,83.14,164.24
2023,Louisiana Tech,recruiting,83.38,163.34
2023,Rice,recruiting,82.22,163.01
2023,California,recruiting,86.15,162.74
2023,Temple,recruiting,82.62,162.37
2023,Southern Miss,recruiting,82.69,162.19
2023,Appalachian State,recruiting,83.35,161.99
2023,Louisiana,recruiting,83.37,161.64
2023,Buffalo,recruiting,82.11,160.26
2023,Eastern Michigan,recruiting,82.68,159.68
2023,UAB,recruiting,84.11,156.39
2023,FIU,recruiting,82.93,153.61
2023,South Alabama,recruiting,84.46,153.0
2023,Utah State,recruiting,82.71,152.99
2023,Troy,recruiting,83.0,151.93
2023,Campbell,recruiting,81.88,150.17
2023,Central Michigan,recruiting,78.58,150.11
2023,Idaho,recruiting,81.09,149.3
2023,Texas State,recruiting,83.96,148.57
2023,Army,recruiting,81.01,148.48
2023,Western Michigan,recruiting,82.72,147.73
2023,Ohio,recruiting,82.07,146.55
2023,North Texas,recruiting,83.58,145.67
2023,Hawaii,recruiting,81.19,144.22
2023,UTEP,recruiting,80.64,142.62
2023,Northern Illinois,recruiting,81.39,142.13
2023,Georgia Southern,recruiting,81.83,141.44
2023,Sam Houston,recruiting,82.9,141.34
2023,Nevada,recruiting,82.13,141.14
2023,Ball State,recruiting,82.11,139.88
2023,New Mexico State,recruiting,80.75,139.81
2023,Air Force,recruiting,80.79,139.12
2023,Portland State,recruiting,80.35,138.28
2023,Toledo,recruiting,82.89,136.97
2023,Liberty,recruiting,83.03,135.09
2023,Old Dominion,recruiting,82.33,133.93
2023,New Mexico,recruiting,81.09,133.18
2023,San Jose State,recruiting,80.66,132.14
2023,Cal Poly,recruiting,81.57,130.43
2023,Wyoming,recruiting,81.46,129.73
2023,Akron,recruiting,80.91,128.05
2023,Coastal Carolina,recruiting,83.79,127.65
2023,Miami (OH),recruiting,81.92,127.52
2023,Tulsa,recruiting,83.15,121.89
2023,Georgia State,recruiting,82.42,121.63
2023,Princeton,recruiting,82.52,116.33
2023,UNLV,recruiting,80.83,115.43
2023,UC Davis,recruiting,82.0,112.24
2023,Middle Tennessee,recruiting,82.19,105.66
2023,Bowling Green,recruiting,81.94,103.84
2023,Kent State,recruiting,81.03,103.37
2023,Sacramento State,recruiting,81.83,102.45
2023,Marshall,recruiting,82.61,101.71
2023,Jackson State,recruiting,83.89,101.51
2023,North Dakota State,recruiting,80.11,94.4
2023,Louisiana-Monroe,recruiting,80.41,92.56
2023,Weber State,recruiting,82.42,91.33
2023,Navy,recruiting,81.15,89.42
2023,Eastern Washington,recruiting,80.12,89.22
2023,UMass,recruiting,82.04,88.27
2023,Grand Valley State,recruiting,78.67,87.35
2023,Charlotte,recruiting,83.21,86.71
2023,Northern Arizona,recruiting,81.5,83.94
2023,Western Carolina,recruiting,82.76,83.34
2023,Austin Peay,recruiting,83.58,77.84
2023,Harvard,recruiting,83.48,77.04
2023,Missouri State,recruiting,80.25,75.46
2023,Montana State,recruiting,80.25,75.29
2023,Montana,recruiting,79.26,74.58
2023,Yale,recruiting,80.09,74.34
2023,Utah Tech,recruiting,80.66,70.06
2023,Idaho State,recruiting,80.57,69.7
2023,Northern Iowa,recruiting,78.44,68.16
2023,Florida A&M,recruiting,83.77,66.67
2023,Western Kentucky,recruiting,83.72,66.56
2023,Southern Utah,recruiting,80.0,65.57
2023,Southern Illinois,recruiting,78.36,55.35
2023,Pennsylvania,recruiting,81.15,54.16
2023,Colgate,recruiting,82.63,49.66
2023,South Dakota,recruiting,79.71,47.09
2023,Incarnate Word,recruiting,85.55,46.19
2023,San Diego,recruiting,79.2,44.65
2023,Houston Christian,recruiting,83.88,41.23
2023,Southeast Missouri State,recruiting,80.46,41.16
2023,Illinois State,recruiting,79.83,38.66
2023,Tennessee Tech,recruiting,82.33,36.68
2023,Grambling State,recruiting,82.15,36.08
2023,UConn,recruiting,82.04,35.85
2023,Duquesne,recruiting,82.0,35.7
2023,Tarleton State,recruiting,81.8,35.1
2023,Delaware,recruiting,81.5,34.18
2023,Indiana State,recruiting,78.25,32.5
2023,Howard,recruiting,85.03,29.98
2023,Eastern Kentucky,recruiting,83.97,27.87
2023,Jacksonville State,recruiting,83.93,27.77
2023,Youngstown State,recruiting,79.33,27.75
2023,North Dakota,recruiting,77.0,27.54
2023,Central Arkansas,recruiting,83.81,27.53
2023,Stephen F. Austin,recruiting,83.76,27.45
2023,Northern Colorado,recruiting,83.49,26.9
2023,James Madison,recruiting,82.96,25.85
2023,Dartmouth,recruiting,81.08,22.11
2023,South Dakota State,recruiting,77.0,20.83
2023,Butler,recruiting,77.0,20.81
2023,Western Illinois,recruiting,76.67,19.84
2023,Presbyterian,recruiting,79.58,19.12
2023,Eastern Illinois,recruiting,79.39,18.75
2023,Valparaiso,recruiting,79.0,17.96
2023,McNeese,recruiting,87.03,17.03
2023,Arkansas-Pine Bluff,recruiting,86.22,16.22
2023,Texas Southern,recruiting,85.11,15.11
2023,Abilene Christian,recruiting,85.08,15.08
2023,Villanova,recruiting,85.0,15.0
2023,Murray State,recruiting,84.78,14.78
2023,The Citadel,recruiting,84.37,14.37
2023,Mississippi Valley State,recruiting,83.17,13.17
2023,Southern,recruiting,82.78,12.78
2023,Kennesaw State,recruiting,82.37,12.37
2023,Furman,recruiting,82.04,12.04
2023,East Tennessee State,recruiting,82.0,12.0
2023,Fordham,recruiting,82.0,12.0
2023,Alcorn State,recruiting,82.0,12.0
2023,Wofford,recruiting,82.0,12.0
2023,Chattanooga,recruiting,81.7,11.7
2023,Alabama State,recruiting,81.7,11.7
2023,Monmouth,recruiting,81.5,11.5
2023,Gardner-Webb,recruiting,81.0,11.0
2023,Bethune-Cookman,recruiting,80.0,10.0
2023,Savannah State,recruiting,80.0,10.0
2023,Georgetown,recruiting,79.0,9.0
2023,Brown,recruiting,79.0,9.0
2023,Lindenwood,recruiting,79.0,9.0
2023,Holy Cross,recruiting,78.0,8.0
2023,Columbia,recruiting,77.0,7.0
2023,Tennessee State,recruiting,77.0,7.0
2023,Morgan State,recruiting,77.0,7.0
2023,Davidson,recruiting,77.0,7.0
