year,team,ranking_type,avg,points
2023,Towson,recruiting,77.0,7.0
2023,New Hampshire,recruiting,76.0,6.0
2023,Alabama A&M,recruiting,75.0,5.0
2023,Maine,recruiting,74.0,4.0
2023,Drake,recruiting,72.0,2.0
2023,Alabama,overall,94.11,328.57
2023,Georgia,overall,93.65,317.39
2023,Texas,overall,92.5,312.34
2023,Ohio State,overall,92.54,297.91
2023,LSU,overall,91.37,297.52
2023,Oklahoma,overall,90.53,295.53
2023,USC,overall,91.05,294.41
2023,Miami,overall,91.07,292.02
2023,Oregon,overall,90.42,282.91
2023,Texas A&M,overall,90.08,281.77
2023,Tennessee,overall,90.28,281.27
2023,Florida,overall,90.47,278.16
2023,Notre Dame,overall,90.99,277.97
2023,Penn State,overall,90.53,274.51
2023,Clemson,overall,90.49,273.59
2023,Florida State,overall,90.12,269.8
2023,Ole Miss,overall,89.3,263.89
2023,South Carolina,overall,89.42,263.03
2023,Auburn,overall,89.39,260.54
2023,Michigan,overall,89.21,259.68
2023,Colorado,overall,87.31,259.34
2023,Michigan State,overall,87.41,245.9
2023,Louisville,overall,88.2,245.2
2023,UCLA,overall,88.81,245.02
2023,TCU,overall,88.56,244.94
2023,Utah,overall,88.37,244.16
2023,Arkansas,overall,88.46,243.83
2023,North Carolina,overall,87.78,237.12
2023,Washington,overall,88.34,236.84
2023,Kentucky,overall,88.26,236.46
2023,Nebraska,overall,87.44,235.31
2023,Missouri,overall,87.82,229.42
2023,Mississippi State,overall,87.34,228.37
2023,Maryland,overall,87.1,228.37
2023,Arizona State,overall,86.45,227.76
2023,Texas Tech,overall,87.73,227.75
2023,Baylor,overall,87.48,226.96
2023,UCF,overall,87.0,226.12
2023,BYU,overall,86.04,222.18
2023,Kansas State,overall,86.87,222.1
2023,Wisconsin,overall,87.34,221.73
2023,Iowa,overall,87.26,221.51
2023,SMU,overall,86.51,221.48
2023,Indiana,overall,86.71,220.57
2023,Oklahoma State,overall,86.52,220.08
2023,Virginia Tech,overall,86.91,219.59
2023,California,overall,87.0,219.48
2023,West Virginia,overall,86.83,219.06
2023,Houston,overall,86.28,217.03
2023,NC State,overall,87.12,216.89
2023,Arizona,overall,86.09,216.68
2023,Oregon State,overall,86.43,215.88
2023,Minnesota,overall,86.65,215.44
2023,Illinois,overall,86.32,213.6
2023,Cincinnati,overall,86.36,211.7
2023,Pittsburgh,overall,86.94,210.89
2023,Boston College,overall,86.74,210.01
2023,Purdue,overall,86.8,208.98
2023,Iowa State,overall,86.52,207.47
2023,Stanford,overall,86.79,207.26
2023,Rutgers,overall,86.36,207.17
2023,Northwestern,overall,86.96,206.18
2023,Kansas,overall,86.21,204.45
2023,Georgia Tech,overall,86.14,204.2
2023,Virginia,overall,85.96,201.67
2023,East Carolina,overall,85.09,201.65
2023,Wake Forest,overall,86.03,199.66
2023,Duke,overall,85.79,199.25
2023,Vanderbilt,overall,85.86,197.77
2023,Memphis,overall,84.67,194.47
2023,Washington State,overall,85.16,192.13
2023,UTSA,overall,84.85,188.94
2023,Syracuse,overall,85.17,188.51
2023,San Diego State,overall,84.39,186.28
2023,Boise State,overall,84.56,183.82
2023,Colorado State,overall,84.05,183.27
2023,Tulane,overall,84.46,181.19
2023,Louisiana Tech,overall,83.89,177.08
2023,Texas State,overall,84.37,175.56
2023,Buffalo,overall,82.56,175.53
2023,Florida Atlantic,overall,84.11,174.38
2023,South Florida,overall,84.98,174.09
2023,Fresno State,overall,83.47,173.06
2023,UMass,overall,82.54,171.78
2023,Temple,overall,82.9,169.16
2023,Arkansas State,overall,83.49,168.45
2023,South Alabama,overall,84.55,167.36
2023,Appalachian State,overall,83.39,164.51
2023,Troy,overall,83.39,164.51
2023,Rice,overall,82.25,163.92
2023,Southern Miss,overall,82.69,162.19
2023,Louisiana,overall,83.37,161.64
2023,UAB,overall,84.1,160.61
2023,Eastern Michigan,overall,82.68,159.68
2023,Utah State,overall,82.84,157.99
2023,Nevada,overall,82.73,156.87
2023,Coastal Carolina,overall,84.48,155.57
2023,FIU,overall,82.93,153.61
2023,Western Michigan,overall,82.9,153.39
2023,Georgia State,overall,81.23,152.35
2023,Campbell,overall,81.88,150.17
2023,Central Michigan,overall,78.58,150.11
2023,Idaho,overall,81.09,149.3
2023,Army,overall,81.01,148.48
2023,Ohio,overall,82.07,146.55
2023,North Texas,overall,83.58,145.67
2023,Hawaii,overall,81.19,144.22
2023,Tulsa,overall,83.82,143.09
2023,Ball State,overall,82.16,143.03
2023,UTEP,overall,80.64,142.62
2023,Northern Illinois,overall,81.39,142.13
2023,Liberty,overall,83.17,142.07
2023,Georgia Southern,overall,81.83,141.44
2023,Sam Houston,overall,82.9,141.34
2023,Cal Poly,overall,81.98,140.17
2023,New Mexico,overall,81.32,139.96
2023,New Mexico State,overall,80.75,139.81
2023,Air Force,overall,80.79,139.12
2023,Portland State,overall,80.35,138.28
2023,Toledo,overall,82.89,136.97
2023,Akron,overall,81.19,135.11
2023,Old Dominion,overall,82.33,133.93
2023,San Jose State,overall,80.66,132.14
2023,Miami (OH),overall,81.93,131.69
2023,Wyoming,overall,81.46,129.73
2023,Princeton,overall,82.52,116.33
2023,UNLV,overall,80.83,115.43
2023,Marshall,overall,82.95,113.12
2023,UC Davis,overall,82.0,112.24
2023,Middle Tennessee,overall,82.19,105.66
2023,Louisiana-Monroe,overall,80.91,104.44
2023,Bowling Green,overall,81.94,103.84
2023,Kent State,overall,81.03,103.37
2023,Sacramento State,overall,81.83,102.45
2023,Jackson State,overall,83.89,101.51
2023,Charlotte,overall,83.18,96.65
2023,North Dakota State,overall,80.11,94.4
2023,Northern Arizona,overall,81.56,92.4
2023,Weber State,overall,82.42,91.33
2023,Navy,overall,81.15,89.42
2023,Eastern Washington,overall,80.12,89.22
2023,Grand Valley State,overall,78.67,87.35
2023,Western Carolina,overall,82.76,83.34
2023,Austin Peay,overall,83.58,77.84
2023,Harvard,overall,83.48,77.04
2023,Missouri State,overall,80.25,75.46
2023,Montana State,overall,80.25,75.29
2023,Montana,overall,79.26,74.58
2023,Yale,overall,80.09,74.34
2023,Utah Tech,overall,80.66,70.06
2023,Idaho State,overall,80.57,69.7
2023,Northern Iowa,overall,78.44,68.16
2023,Florida A&M,overall,83.77,66.67
2023,Western Kentucky,overall,83.72,66.56
2023,Southern Utah,overall,80.0,65.57
2023,Southern Illinois,overall,78.36,55.35
2023,Incarnate Word,overall,83.91,54.7
2023,Pennsylvania,overall,81.15,54.16
2023,Colgate,overall,82.63,49.66
2023,South Dakota,overall,79.71,47.09
2023,Central Arkansas,overall,85.2,45.19
2023,San Diego,overall,79.2,44.65
2023,James Madison,overall,84.64,43.54
2023,Jacksonville State,overall,83.95,41.43
2023,Houston Christian,overall,83.88,41.23
2023,Southeast Missouri State,overall,80.46,41.16
2023,Illinois State,overall,79.83,38.66
2023,Tennessee Tech,overall,82.33,36.68
2023,Grambling State,overall,82.15,36.08
2023,UConn,overall,82.04,35.85
2023,Duquesne,overall,82.0,35.7
2023,Tarleton State,overall,81.8,35.1
2023,Delaware,overall,81.5,34.18
2023,Indiana State,overall,78.25,32.5
2023,Howard,overall,85.03,29.98
2023,Eastern Kentucky,overall,83.97,27.87
2023,Youngstown State,overall,79.33,27.75
2023,North Dakota,overall,77.0,27.54
2023,Stephen F. Austin,overall,83.76,27.45
2023,Northern Colorado,overall,83.49,26.9
2023,Dartmouth,overall,81.08,22.11
2023,South Dakota State,overall,77.0,20.83
2023,Butler,overall,77.0,20.81
2023,Western Illinois,overall,76.67,19.84
2023,Presbyterian,overall,79.58,19.12
2023,Bethune-Cookman,overall,79.5,18.94
2023,Eastern Illinois,overall,79.39,18.75
2023,Valparaiso,overall,79.0,17.96
2023,McNeese,overall,87.03,17.03
2023,Arkansas-Pine Bluff,overall,86.22,16.22
2023,Alabama A&M,overall,78.0,15.97
2023,Texas Southern,overall,85.11,15.11
2023,Abilene Christian,overall,85.08,15.08
2023,Villanova,overall,85.0,15.0
2023,Murray State,overall,84.78,14.78
2023,The Citadel,overall,84.37,14.37
2023,Mississippi Valley State,overall,83.17,13.17
2023,Southern,overall,82.78,12.78
2023,Kennesaw State,overall,82.37,12.37
2023,Furman,overall,82.04,12.04
2023,East Tennessee State,overall,82.0,12.0
2023,Fordham,overall,82.0,12.0
2023,Alcorn State,overall,82.0,12.0
2023,Wofford,overall,82.0,12.0
2023,Chattanooga,overall,81.7,11.7
2023,Alabama State,overall,81.7,11.7
2023,Monmouth,overall,81.5,11.5
2023,Gardner-Webb,overall,81.0,11.0
2023,Savannah State,overall,80.0,10.0
2023,Georgetown,overall,79.0,9.0
2023,Brown,overall,79.0,9.0
2023,Lindenwood,overall,79.0,9.0
2023,Holy Cross,overall,78.0,8.0
2023,Morgan State,overall,77.0,7.0
2023,Towson,overall,77.0,7.0
2023,Tennessee State,overall,77.0,7.0
2023,Columbia,overall,77.0,7.0
2023,Davidson,overall,77.0,7.0
2023,New Hampshire,overall,76.0,6.0
2023,Maine,overall,74.0,4.0
2023,Drake,overall,72.0,2.0
2023,Colorado,transfer,87.16,78.3
2023,Ole Miss,transfer,88.86,75.01
2023,USC,transfer,90.07,74.31
2023,Auburn,transfer,89.42,74.18
2023,LSU,transfer,90.46,74.03
2023,Florida State,transfer,91.0,72.48
2023,Miami,transfer,90.08,68.35
2023,Oklahoma,transfer,89.0,67.06
2023,Oregon,transfer,89.43,66.43
2023,UCLA,transfer,88.79,63.06
2023,Arkansas,transfer,88.44,62.34
2023,Louisville,transfer,87.52,61.62
2023,SMU,transfer,87.23,60.55
2023,Kentucky,transfer,88.83,58.99
2023,Arizona State,transfer,86.35,56.69
2023,Florida,transfer,88.75,56.47
2023,Michigan,transfer,89.56,56.42
2023,California,transfer,87.65,56.22
2023,Indiana,transfer,87.0,55.94
2023,BYU,transfer,86.89,54.2
2023,TCU,transfer,88.31,53.87
2023,Oklahoma State,transfer,87.92,52.54
2023,Baylor,transfer,87.46,52.04
2023,Maryland,transfer,89.0,51.39
2023,Wisconsin,transfer,87.36,50.95
2023,Texas A&M,transfer,87.67,50.56
2023,South Carolina,transfer,88.5,49.28
2023,Nebraska,transfer,87.91,48.36
2023,Ohio State,transfer,89.86,47.0
2023,North Carolina,transfer,88.0,46.54
2023,West Virginia,transfer,87.17,45.83
2023,UCF,transfer,86.29,45.2
2023,Houston,transfer,86.24,44.96
2023,Purdue,transfer,87.55,44.78
2023,Virginia Tech,transfer,88.33,44.47
2023,Missouri,transfer,88.33,44.36
2023,Tennessee,transfer,88.13,43.89
2023,Mississippi State,transfer,87.0,43.57
2023,Michigan State,transfer,85.64,42.69
2023,Notre Dame,transfer,88.43,42.39
2023,Minnesota,transfer,86.64,42.21
2023,Cincinnati,transfer,85.71,42.08
2023,Georgia Tech,transfer,86.69,41.9
2023,Utah,transfer,87.5,40.86
2023,Boston College,transfer,87.89,40.56
2023,Washington,transfer,88.86,40.45
2023,Iowa,transfer,88.71,40.42
2023,Kansas,transfer,86.27,39.15
2023,Texas,transfer,90.2,38.62
2023,Virginia,transfer,87.22,37.74
2023,East Carolina,transfer,85.64,37.37
2023,Arizona,transfer,87.13,36.31
2023,Penn State,transfer,88.17,34.74
2023,Alabama,transfer,89.8,34.71
2023,Rutgers,transfer,87.71,34.44
2023,Georgia,transfer,91.0,33.43
2023,Oregon State,transfer,88.33,33.15
2023,Duke,transfer,86.22,32.62
2023,Texas Tech,transfer,88.0,32.21
2023,UMass,transfer,82.73,31.74
2023,Pittsburgh,transfer,87.83,31.06
2023,Syracuse,transfer,86.83,27.79
2023,Washington State,transfer,85.75,27.77
2023,NC State,transfer,86.0,27.39
2023,Illinois,transfer,87.6,26.52
2023,Kansas State,transfer,89.0,26.31
2023,Buffalo,transfer,83.67,23.66
2023,Texas State,transfer,85.33,22.9
2023,Georgia State,transfer,80.21,19.6
2023,San Diego State,transfer,88.0,18.12
2023,Louisiana Tech,transfer,87.67,17.18
2023,Coastal Carolina,transfer,87.0,16.35
2023,Memphis,transfer,87.0,16.04
2023,Northwestern,transfer,87.0,15.72
2023,Wake Forest,transfer,86.67,15.2
2023,Stanford,transfer,85.33,12.78
2023,South Alabama,transfer,85.0,12.41
2023,Tulsa,transfer,87.5,11.85
2023,Nevada,transfer,87.5,11.66
2023,Florida Atlantic,transfer,87.5,11.66
2023,Fresno State,transfer,87.0,11.29
2023,Tulane,transfer,87.0,11.01
2023,Troy,transfer,86.5,10.82
2023,Iowa State,transfer,86.0,9.99
2023,Boise State,transfer,86.0,9.55
2023,South Florida,transfer,85.5,9.0
2023,Vanderbilt,transfer,85.0,8.81
2023,Temple,transfer,89.0,7.32
2023,Cal Poly,transfer,88.0,6.48
2023,Central Arkansas,transfer,88.0,6.48
2023,Colorado State,transfer,88.0,6.48
2023,James Madison,transfer,88.0,6.48
2023,UTSA,transfer,82.5,6.42
2023,East Mississippi C.C.,transfer,87.0,5.71
2023,Akron,transfer,86.0,5.02
2023,Louisiana-Monroe,transfer,86.0,5.02
2023,Western Michigan,transfer,86.0,5.02
2023,Marshall,transfer,86.0,5.02
2023,New Mexico,transfer,85.0,4.44
2023,Liberty,transfer,85.0,4.44
2023,Utah State,transfer,85.0,4.44
2023,UAB,transfer,84.0,3.94
2023,Appalachian State,transfer,84.0,3.94
2023,Jacksonville State,transfer,84.0,3.94
2023,Blinn College,transfer,84.0,3.94
2023,Charlotte,transfer,83.0,3.51
2023,Ball State,transfer,83.0,3.51
2023,Clemson,transfer,83.0,3.51
2023,Rice,transfer,83.0,3.51
2023,Miami (OH),transfer,82.0,3.13
2023,Northern Arizona,transfer,82.0,3.13
2023,Alabama A&M,transfer,81.0,2.81
2023,Bethune-Cookman,transfer,79.0,2.26
2023,Incarnate Word,transfer,79.0,2.26
2024,Georgia,recruiting,93.37,317.19
2024,Alabama,recruiting,93.12,310.74
2024,Oregon,recruiting,92.19,293.2
2024,Miami,recruiting,91.0,291.52
2024,Ohio State,recruiting,92.79,289.1
2024,Texas,recruiting,92.37,286.9
2024,LSU,recruiting,90.82,278.74
2024,Oklahoma,recruiting,90.84,275.6
2024,Notre Dame,recruiting,91.46,275.56
2024,Auburn,recruiting,92.1,275.39
2024,Clemson,recruiting,90.63,272.16
2024,Florida State,recruiting,90.9,271.74
2024,Florida,recruiting,91.35,268.23
2024,Tennessee,recruiting,91.16,267.23
2024,Penn State,recruiting,90.59,266.9
2024,Michigan,recruiting,90.27,261.9
2024,USC,recruiting,90.15,253.75
2024,Nebraska,recruiting,88.23,247.73
2024,Texas A&M,recruiting,91.43,245.16
2024,Missouri,recruiting,89.35,241.92
2024,Ole Miss,recruiting,89.31,241.42
2024,South Carolina,recruiting,90.74,239.73
2024,Wisconsin,recruiting,89.33,239.08
2024,Kentucky,recruiting,88.3,237.8
2024,Texas Tech,recruiting,89.13,236.06
2024,North Carolina,recruiting,87.84,228.81
2024,Purdue,recruiting,87.4,226.74
2024,NC State,recruiting,87.66,225.02
2024,Mississippi State,recruiting,87.68,224.84
2024,Arkansas,recruiting,88.41,221.13
2024,Stanford,recruiting,87.14,217.16
2024,Iowa,recruiting,87.64,215.38
2024,Georgia Tech,recruiting,87.39,213.99
2024,TCU,recruiting,87.08,213.86
2024,Syracuse,recruiting,86.89,213.35
2024,Minnesota,recruiting,87.52,213.06
2024,Rutgers,recruiting,86.91,211.77
2024,Maryland,recruiting,86.81,209.92
2024,UCF,recruiting,88.12,208.14
2024,Vanderbilt,recruiting,86.95,207.78
2024,Pittsburgh,recruiting,86.37,205.38
2024,Michigan State,recruiting,86.53,203.51
2024,Kansas,recruiting,87.6,203.0
2024,BYU,recruiting,85.79,202.7
2024,Virginia Tech,recruiting,88.14,202.6
2024,West Virginia,recruiting,86.58,202.07
2024,Washington,recruiting,87.87,201.79
2024,Arizona State,recruiting,86.58,199.47
2024,Illinois,recruiting,86.66,198.83
2024,South Florida,recruiting,85.43,197.61
2024,Cincinnati,recruiting,86.36,196.86
2024,Wake Forest,recruiting,86.22,196.47
2024,Oklahoma State,recruiting,86.67,194.6
2024,California,recruiting,86.2,192.82
2024,Iowa State,recruiting,85.64,192.74
2024,Tulsa,recruiting,84.7,192.03
2024,Louisville,recruiting,87.09,190.64
2024,Kansas State,recruiting,86.84,190.56
2024,Utah,recruiting,87.27,188.94
2024,Houston,recruiting,86.37,184.0
2024,Duke,recruiting,86.65,183.9
2024,Washington State,recruiting,84.53,183.61
2024,Baylor,recruiting,86.86,183.26
2024,Boise State,recruiting,84.82,183.13
2024,Toledo,recruiting,84.53,180.6
2024,Indiana,recruiting,85.88,179.89
2024,Tulane,recruiting,85.09,179.27
2024,Memphis,recruiting,84.63,178.36
2024,Arizona,recruiting,85.85,177.13
2024,Oregon State,recruiting,85.09,176.16
2024,Colorado State,recruiting,84.41,175.58
2024,North Texas,recruiting,83.15,172.22
2024,Florida Atlantic,recruiting,84.14,172.07
2024,Western Michigan,recruiting,83.34,171.51
2024,San Diego State,recruiting,85.18,171.46
2024,East Carolina,recruiting,84.12,171.37
2024,Charlotte,recruiting,84.15,169.59
2024,Coastal Carolina,recruiting,84.16,169.22
2024,Arkansas State,recruiting,83.31,169.08
2024,Northwestern,recruiting,84.75,168.87
2024,Southern Miss,recruiting,83.35,168.26
2024,UNLV,recruiting,83.51,168.14
2024,Troy,recruiting,82.95,166.77
2024,Miami (OH),recruiting,83.32,164.93
2024,UAB,recruiting,84.04,164.73
2024,Fresno State,recruiting,83.47,164.25
2024,Colorado,recruiting,90.25,164.25
2024,Louisiana-Monroe,recruiting,81.19,163.88
2024,Wyoming,recruiting,82.56,163.8
2024,UTEP,recruiting,82.16,163.5
2024,South Alabama,recruiting,83.32,162.93
2024,UTSA,recruiting,85.56,160.9
2024,Virginia,recruiting,85.91,159.74
2024,Liberty,recruiting,84.1,157.16
2024,UCLA,recruiting,88.25,157.07
2024,Eastern Michigan,recruiting,81.74,156.82
2024,Georgia Southern,recruiting,82.43,156.6
2024,Ohio,recruiting,82.95,156.49
2024,Appalachian State,recruiting,83.17,155.02
2024,Louisiana,recruiting,83.03,154.68
2024,Temple,recruiting,82.22,153.4
2024,Boston College,recruiting,85.28,153.23
2024,Kent State,recruiting,81.55,152.94
2024,Texas State,recruiting,83.04,152.53
2024,Bowling Green,recruiting,82.09,150.45
2024,Louisiana Tech,recruiting,82.32,150.44
2024,San Jose State,recruiting,81.88,150.03
2024,Northern Illinois,recruiting,82.27,149.96
2024,Marshall,recruiting,83.74,149.75
2024,Western Kentucky,recruiting,83.0,147.41
2024,Middle Tennessee,recruiting,81.83,147.11
2024,Idaho,recruiting,80.74,144.49
2024,James Madison,recruiting,83.11,143.17
2024,Akron,recruiting,82.48,142.52
2024,FIU,recruiting,81.95,142.46
2024,SMU,recruiting,86.5,142.05
2024,Hawaii,recruiting,81.95,140.84
2024,Buffalo,recruiting,81.77,140.65
2024,Ball State,recruiting,80.94,140.08
2024,Central Michigan,recruiting,81.98,139.75
2024,Utah State,recruiting,82.45,139.63
2024,Portland State,recruiting,80.47,139.53
2024,Nevada,recruiting,82.85,139.29
2024,Georgia State,recruiting,82.64,136.08
2024,UConn,recruiting,83.06,133.58
2024,Cal Poly,recruiting,82.11,132.67
2024,Air Force,recruiting,79.97,132.54
2024,Montana State,recruiting,82.22,127.34
2024,South Dakota State,recruiting,82.54,126.57
2024,Kennesaw State,recruiting,81.89,124.34
2024,Sam Houston,recruiting,82.07,124.04
2024,Eastern Washington,recruiting,80.77,123.33
2024,Rice,recruiting,84.1,121.73
2024,UMass,recruiting,82.49,121.44
2024,Jacksonville State,recruiting,81.6,120.82
2024,Army,recruiting,78.97,119.95
2024,Old Dominion,recruiting,80.61,119.46
2024,North Dakota State,recruiting,81.46,115.04
2024,UC Davis,recruiting,82.99,112.1
2024,Houston Christian,recruiting,84.19,103.31
2024,Stephen F. Austin,recruiting,83.28,98.07
2024,Weber State,recruiting,83.11,95.81
2024,Sacramento State,recruiting,80.68,94.46
2024,Central Arkansas,recruiting,84.4,93.99
2024,Bethune-Cookman,recruiting,82.19,90.42
2024,Jackson State,recruiting,83.07,86.19
2024,Navy,recruiting,81.75,86.13
2024,Montana,recruiting,79.6,83.91
2024,Idaho State,recruiting,80.22,82.73
2024,Eastern Kentucky,recruiting,81.05,81.88
2024,Harvard,recruiting,81.06,81.03
2024,Southern Illinois,recruiting,83.36,76.94
2024,Princeton,recruiting,83.23,75.88
2024,Utah Tech,recruiting,82.64,72.59
2024,Campbell,recruiting,82.56,72.37
2024,Pennsylvania,recruiting,80.8,71.28
2024,West Georgia,recruiting,84.69,71.05
2024,New Mexico State,recruiting,80.56,69.54
2024,Yale,recruiting,80.54,69.2
2024,Lindenwood,recruiting,79.84,64.96
2024,South Dakota,recruiting,81.0,63.48
2024,Delaware,recruiting,82.9,62.42
2024,Northern Iowa,recruiting,82.64,61.74
2024,Lamar,recruiting,82.5,60.62
2024,Grambling State,recruiting,84.45,56.69
2024,Northern Arizona,recruiting,84.13,55.49
2024,Tennessee State,recruiting,84.08,55.2
2024,Grand Valley State,recruiting,76.74,54.99
2024,Austin Peay,recruiting,83.6,53.3
2024,Georgetown,recruiting,82.75,50.06
2024,North Dakota,recruiting,77.57,49.32
2024,Western Carolina,recruiting,86.25,48.29
2024,Nicholls,recruiting,85.83,47.08
2024,Southern Utah,recruiting,79.6,46.6
2024,Chattanooga,recruiting,85.0,44.57
2024,Murray State,recruiting,84.7,43.72
2024,Holy Cross,recruiting,80.87,42.9
2024,Alabama State,recruiting,84.06,41.78
2024,Eastern Illinois,recruiting,78.4,40.96
2024,Wofford,recruiting,79.93,39.11
2024,San Diego,recruiting,76.83,38.89
2024,Stony Brook,recruiting,83.06,38.82
2024,Southeastern Louisiana,recruiting,82.67,37.65
2024,Illinois State,recruiting,79.5,37.31
2024,Indiana State,recruiting,79.0,35.44
2024,Texas Southern,recruiting,81.67,34.71
2024,East Tennessee State,recruiting,81.67,34.66
2024,Howard,recruiting,78.75,34.46
2024,Lehigh,recruiting,81.08,32.99
2024,Monmouth,recruiting,86.24,32.38
2024,Missouri State,recruiting,80.67,31.73
2024,Southeast Missouri State,recruiting,80.33,30.79
2024,Hampton,recruiting,85.38,30.66
2024,Towson,recruiting,85.25,30.41
